"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Wealth","Sex","Location","Language","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel3_m","rlevel4_m","rlevel1_se","rlevel2_se","rlevel3_se","rlevel4_se","rlevel1_no","rlevel2_no","rlevel3_no","rlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Location","5",,"Rural",,,,,,,,,,,,,,0.4121,0.0652,8e-04,0,0.0393,0.0237,0.0025,0,159,33,0,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","1",,"Urban",,,,,,,,,,,,,,0.6408,0.2507,0.0372,0.0022,0.0366,0.0294,0.0113,0.0032,305,115,20,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","1",,"Rural",,,,,,,,,,,,,,0.5169,0.1331,0.0206,0.0014,0.0437,0.0319,0.0112,0.0044,191,53,8,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","2",,"Urban",,,,,,,,,,,,,,0.7047,0.2681,0.0553,0.0051,0.0281,0.0268,0.0147,0.005,399,153,31,4,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","2",,"Rural",,,,,,,,,,,,,,0.5561,0.2265,0.0348,0.0022,0.0444,0.0386,0.0168,0.0051,149,59,13,1,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","3",,"Urban",,,,,,,,,,,,,,0.7085,0.3427,0.0945,0.0079,0.03,0.0313,0.0179,0.0066,446,222,55,6,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","3",,"Rural",,,,,,,,,,,,,,0.4724,0.1448,0.0272,0.002,0.057,0.0349,0.0188,0.0034,113,51,7,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","4",,"Urban",,,,,,,,,,,,,,0.7916,0.4653,0.1679,0.0215,0.0264,0.0324,0.0264,0.0103,520,309,104,8,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","4",,"Rural",,,,,,,,,,,,,,0.6445,0.3293,0.08,0.0017,0.0638,0.0546,0.0273,0.0036,125,66,17,2,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","5",,"Urban",,,,,,,,,,,,,,0.8825,0.6355,0.2762,0.0519,0.0183,0.0328,0.0319,0.014,595,417,178,36,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Location","5",,"Rural",,,,,,,,,,,,,,0.747,0.4199,0.157,0.018,0.0782,0.0998,0.0848,0.0141,126,84,31,7,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","1",,"Urban",,,,,,,,,,,,,,0.3088,0.0575,0.0083,0,0.037,0.0172,0.0068,0,135,30,2,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","1",,"Rural",,,,,,,,,,,,,,0.2055,0.047,0.0089,3e-04,0.0279,0.0114,0.0048,0.0012,94,28,4,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","2",,"Urban",,,,,,,,,,,,,,0.3393,0.0758,0.0124,0,0.0278,0.0165,0.0064,1e-04,190,40,7,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","2",,"Rural",,,,,,,,,,,,,,0.207,0.0293,0.0027,0,0.0265,0.0125,0.0037,0,77,9,1,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","3",,"Urban",,,,,,,,,,,,,,0.3367,0.0808,0.0169,7e-04,0.0265,0.0159,0.0087,0.0016,198,51,9,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","3",,"Rural",,,,,,,,,,,,,,0.2119,0.0486,0.0086,0,0.0323,0.0207,0.0083,0,59,12,1,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","4",,"Urban",,,,,,,,,,,,,,0.3673,0.1004,0.0214,7e-04,0.0279,0.0163,0.0084,0.0012,237,58,12,1,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","4",,"Rural",,,,,,,,,,,,,,0.2197,0.0527,0.0093,0,0.0309,0.0161,0.0084,0,55,13,2,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","5",,"Urban",,,,,,,,,,,,,,0.4948,0.2311,0.0789,0.013,0.0317,0.0293,0.0165,0.0074,384,165,58,6,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","5",,"Rural",,,,,,,,,,,,,,0.2996,0.0959,0.019,0,0.0637,0.0348,0.0162,0,48,10,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","1",,"Urban",,,,,,,,,,,,,,0.1883,0.0243,5e-04,0,0.0453,0.0142,0.0022,0,45,6,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","1",,"Rural",,,,,,,,,,,,,,0.0346,0.0021,0,0,0.0101,0.0016,0,0,35,2,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","2",,"Urban",,,,,,,,,,,,,,0.3383,0.0399,0.002,0,0.0677,0.0168,0.0038,0,124,17,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","2",,"Rural",,,,,,,,,,,,,,0.0809,0.0107,5e-04,0,0.0182,0.0056,0.0011,0,45,6,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","3",,"Urban",,,,,,,,,,,,,,0.3668,0.1011,0.0063,0,0.062,0.0281,0.005,0,168,48,2,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","3",,"Rural",,,,,,,,,,,,,,0.1382,0.0156,0.0016,0,0.0287,0.0085,0.0021,0,65,4,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","4",,"Urban",,,,,,,,,,,,,,0.4582,0.1545,0.0149,0,0.0662,0.0428,0.0106,0,211,69,9,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","4",,"Rural",,,,,,,,,,,,,,0.2105,0.045,0.0059,0,0.0396,0.0133,0.0046,0,83,20,2,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","5",,"Urban",,,,,,,,,,,,,,0.5302,0.1899,0.021,5e-04,0.0734,0.0477,0.0139,0.0016,249,100,10,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","5",,"Rural",,,,,,,,,,,,,,0.3618,0.1211,0.0162,0,0.0589,0.0328,0.0095,0,131,44,7,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,0.7353,0.3194,0.0719,0.0057,0.0211,0.0229,0.0128,0.0035,813,339,73,4,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","1",,,"No",,,,,,,,,,,,,0.276,0.1373,0,0,0.1821,0.1346,0,0,5,2,0,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,0.7688,0.3484,0.0802,0.0097,0.0182,0.021,0.0112,0.0042,861,401,92,7,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","2",,,"No",,,,,,,,,,,,,0.6665,0.3306,0.0093,0,0.216,0.2236,0.0412,0,7,5,1,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,0.8202,0.4516,0.1433,0.0226,0.0176,0.0215,0.015,0.0065,888,481,153,22,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","3",,,"No",,,,,,,,,,,,,0.7526,0.4056,0.2701,0.1621,0.1727,0.2534,0.2221,0.2258,5,1,1,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,0.8922,0.6171,0.2588,0.0563,0.0134,0.0217,0.0211,0.0111,948,651,266,58,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","4",,,"No",,,,,,,,,,,,,0.8343,0.5103,0.184,0.0431,0.1268,0.1811,0.138,0.0774,11,8,1,1,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,0.9573,0.7846,0.4415,0.1182,0.0097,0.0211,0.0281,0.0183,1030,834,471,115,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","5",,,"No",,,,,,,,,,,,,0.7793,0.6562,0.4974,0.2124,0.1827,0.182,0.1823,0.1315,12,10,7,3,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,0.5722,0.1533,0.0144,0.0024,0.0251,0.0198,0.0079,0.0051,504,125,11,1,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","1",,,"No",,,,,,,,,,,,,0.3184,0.0401,0,0,0.0606,0.0217,0,0,55,7,0,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,0.615,0.2022,0.0242,2e-04,0.0272,0.0279,0.0079,7e-04,537,171,19,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","2",,,"No",,,,,,,,,,,,,0.325,0.0629,0.0059,0,0.0701,0.0292,0.0091,0,37,10,1,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,0.6984,0.2639,0.0381,0.0021,0.0244,0.0242,0.0098,0.0025,636,273,40,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","3",,,"No",,,,,,,,,,,,,0.3291,0.0577,0,0,0.09,0.0443,0,0,21,3,0,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,0.8041,0.3964,0.0866,0.0036,0.0197,0.0278,0.0158,0.0023,766,385,96,6,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","4",,,"No",,,,,,,,,,,,,0.2927,0.1074,0.0054,0,0.1122,0.1024,0.0191,0,11,2,0,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,0.9142,0.6397,0.2489,0.0304,0.0164,0.0392,0.0382,0.011,850,574,232,24,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","5",,,"No",,,,,,,,,,,,,0.6583,0.1957,0.0965,0.0079,0.1128,0.084,0.0618,0.0242,20,6,1,1,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,0.6185,0.188,0.0173,0.0012,0.0244,0.0195,0.005,0.0014,557,185,18,1,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","1",,,"No",,,,,,,,,,,,,0.1517,0.0065,0,0,0.1388,0.0307,0,0,3,0,0,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,0.6583,0.2225,0.0285,0.0011,0.0238,0.0195,0.008,0.0013,589,210,23,2,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","2",,,"No",,,,,,,,,,,,,0.2463,0.0444,0,0,0.1705,0.0627,0,0,4,1,0,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,0.6729,0.2555,0.047,0.0031,0.025,0.0235,0.013,0.0022,615,226,43,4,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","3",,,"No",,,,,,,,,,,,,0.3658,0.1852,0,0,0.151,0.1326,0,0,5,2,0,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,0.7152,0.3357,0.084,0.0125,0.0251,0.0273,0.0195,0.007,627,305,90,12,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","4",,,"No",,,,,,,,,,,,,0.4059,0.1635,0.0342,0,0.1723,0.0909,0.0489,0,12,6,4,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,0.852,0.5887,0.2579,0.0482,0.0212,0.04,0.0442,0.0173,727,507,226,50,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","5",,,"No",,,,,,,,,,,,,0.6749,0.4112,0.2015,0.0065,0.1231,0.117,0.0952,0.0205,22,16,5,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,0.3331,0.0294,1e-04,0,0.0271,0.0083,6e-04,0,286,21,0,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","1",,,"No",,,,,,,,,,,,,0.1175,0.006,0,0,0.0962,0.0301,0,0,6,0,0,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,0.3885,0.0552,0.0016,0,0.0301,0.0148,0.0024,0,328,49,3,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","2",,,"No",,,,,,,,,,,,,0.185,0.0203,0.0051,0,0.1016,0.0413,0.0228,0,7,0,0,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,0.4281,0.0683,0.0025,0,0.024,0.0119,0.002,0,376,70,3,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","3",,,"No",,,,,,,,,,,,,0.216,0.0024,0,0,0.1418,0.0058,0,0,4,1,0,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,0.4988,0.0943,0.004,0,0.031,0.0145,0.0032,0,427,89,3,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","4",,,"No",,,,,,,,,,,,,0.53,0.02,0,0,0.1487,0.0536,0,0,9,0,0,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,0.5708,0.1498,0.0095,2e-04,0.0287,0.0193,0.0043,5e-04,537,152,9,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","5",,,"No",,,,,,,,,,,,,0.6227,0.2044,0.0025,0,0.1023,0.1042,0.0063,0,19,10,0,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,0.6692,0.2677,0.0524,0.0026,0.0418,0.0346,0.0183,0.0049,187,75,13,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","1",,,"No",,,,,,,,,,,,,0.5514,0.1674,0.0194,0.0016,0.037,0.0273,0.0091,0.0033,290,90,15,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,0.7539,0.3126,0.0647,0.0061,0.0298,0.0303,0.02,0.0059,312,130,32,4,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","2",,,"No",,,,,,,,,,,,,0.5811,0.213,0.0372,0.0027,0.0386,0.0294,0.0128,0.0049,214,76,12,1,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,0.7398,0.3815,0.1161,0.0101,0.0348,0.0337,0.0208,0.0082,386,206,55,6,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","3",,,"No",,,,,,,,,,,,,0.5009,0.1533,0.0174,0.0012,0.0479,0.0379,0.0116,0.0023,145,57,5,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,0.8231,0.5134,0.1868,0.0217,0.0269,0.0326,0.0246,0.0101,512,319,109,9,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","4",,,"No",,,,,,,,,,,,,0.5693,0.2324,0.0483,0.0027,0.0527,0.0576,0.0333,0.0046,99,45,9,1,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,0.9026,0.6667,0.3023,0.0552,0.0168,0.031,0.0314,0.0145,605,444,198,41,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","5",,,"No",,,,,,,,,,,,,0.6872,0.3524,0.0738,0.0105,0.052,0.0637,0.045,0.0146,84,44,9,1,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,0.1524,0.0451,0.0105,0,0.1048,0.0507,0.0277,0,4,1,1,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","1",,,"No",,,,,,,,,,,,,0.2539,0.0518,0.0086,1e-04,0.0202,0.011,0.0044,7e-04,225,57,5,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,0.2857,0.0422,0,0,0.1274,0.0487,0,0,9,0,0,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","2",,,"No",,,,,,,,,,,,,0.285,0.0572,0.0087,0,0.0193,0.0114,0.0045,1e-04,258,49,8,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,0.3072,0.059,0.0104,0,0.1001,0.032,0.0126,0,11,4,1,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","3",,,"No",,,,,,,,,,,,,0.2906,0.0697,0.0141,5e-04,0.0214,0.0142,0.0072,0.0011,246,59,9,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,0.4002,0.1353,0.0439,0.0031,0.074,0.0469,0.0228,0.0097,25,9,3,1,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","4",,,"No",,,,,,,,,,,,,0.3171,0.0821,0.0156,3e-04,0.0221,0.0133,0.0062,5e-04,267,62,11,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,0.6907,0.3829,0.136,0.0263,0.0495,0.067,0.0419,0.0245,97,54,19,1,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","5",,,"No",,,,,,,,,,,,,0.41,0.1693,0.0534,0.0073,0.0294,0.021,0.0131,0.0053,335,121,39,5,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,0.082,0.024,0,0,0.0589,0.0235,0,0,3,1,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","1",,,"No",,,,,,,,,,,,,0.0589,0.0047,1e-04,0,0.012,0.0026,4e-04,0,76,7,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,0.2991,0.0466,0.0062,0,0.0649,0.028,0.0124,0,25,3,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","2",,,"No",,,,,,,,,,,,,0.1567,0.0179,4e-04,0,0.0258,0.0058,8e-04,0,140,19,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,0.3339,0.0802,0.0077,0,0.0725,0.0286,0.0074,0,51,9,1,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","3",,,"No",,,,,,,,,,,,,0.2205,0.0451,0.002,0,0.0298,0.0123,0.0025,0,173,40,0,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,0.4856,0.1694,0.0164,0,0.0689,0.0596,0.0145,0,85,32,4,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","4",,,"No",,,,,,,,,,,,,0.3009,0.084,0.0095,0,0.0399,0.021,0.005,0,196,50,7,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,0.6132,0.2473,0.0328,4e-04,0.062,0.0493,0.0176,0.0017,184,73,12,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","5",,,"No",,,,,,,,,,,,,0.3584,0.1033,0.0091,1e-04,0.0475,0.0222,0.0069,3e-04,176,61,3,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,0.8517,0.5447,0.2236,0.0499,0.014,0.0241,0.0209,0.0096,1912,1206,481,100,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,0.769,0.4058,0.1267,0.0283,0.0375,0.0396,0.0267,0.0155,437,216,68,14,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,0.8138,0.4839,0.1944,0.0398,0.0136,0.0212,0.0176,0.0078,1895,1115,439,80,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,0.7748,0.4188,0.1567,0.0356,0.0434,0.0414,0.0284,0.0128,434,230,89,19,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,0.7803,0.4117,0.1217,0.0123,0.0213,0.036,0.026,0.0058,1418,733,203,18,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,0.4799,0.1136,0.0033,0,0.043,0.0206,0.0042,0,335,80,6,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,0.7657,0.3726,0.0907,0.008,0.0244,0.0275,0.0137,0.0036,1361,683,191,14,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,0.42,0.0894,0.0062,0,0.0353,0.017,0.0042,0,406,88,7,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,0.7336,0.36,0.1017,0.0148,0.0197,0.0255,0.0178,0.0062,1459,720,206,34,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,0.6012,0.1896,0.0303,0.0038,0.0336,0.0316,0.0112,0.0044,342,113,18,2,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,0.7042,0.3245,0.0967,0.0157,0.0236,0.0266,0.0194,0.0061,1192,561,179,31,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,0.5378,0.1704,0.0285,0.002,0.033,0.0259,0.0114,0.0021,284,90,12,2,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,0.6719,0.1791,0.0118,2e-04,0.0319,0.0236,0.0051,4e-04,498,146,11,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,0.3984,0.0541,0.0013,0,0.0245,0.0102,0.0012,0,713,105,2,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,0.6049,0.1367,0.006,2e-04,0.0346,0.0206,0.0033,7e-04,382,92,4,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,0.2809,0.0324,0.001,0,0.0187,0.0077,0.0012,0,432,51,1,0,,,,,,,,,,,,
