"iso_code3","category","Sex","Language","Location","mlevel1_m","mlevel1_se","mlevel1_no","year","grade","level","survey","rlevel1_m","rlevel1_se","rlevel1_no","Wealth","slevel1_m","slevel1_se","slevel1_no","COUNTRY","iso_num"
"POL","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.9063,0.0075,2556,,,,,"Poland",616
"POL","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.7743,0.1191,32,,,,,"Poland",616
"POL","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.8101,0.0112,2181,,,,,"Poland",616
"POL","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.6264,0.1046,27,,,,,"Poland",616
"PRT","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.8478,0.0113,2329,,,,,"Portugal",620
"PRT","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.6336,0.0844,51,,,,,"Portugal",620
"PRT","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.7628,0.0127,2073,,,,,"Portugal",620
"PRT","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.5966,0.0609,41,,,,,"Portugal",620
"QAT","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.5882,0.008,2739,,,,,"Qatar",634
"QAT","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.6955,0.009,1583,,,,,"Qatar",634
"QAT","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.2864,0.0084,1115,,,,,"Qatar",634
"QAT","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.5151,0.0093,1333,,,,,"Qatar",634
"QAZ","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.4744,0.0154,1328,,,,,"QAZ",
"QAZ","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.3946,0.0337,156,,,,,"QAZ",
"QAZ","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.3454,0.0144,1021,,,,,"QAZ",
"QAZ","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.3159,0.0391,114,,,,,"QAZ",
"QCI","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.9632,0.0052,5525,,,,,"QCI",
"QCI","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.9416,0.0474,21,,,,,"QCI",
"QCI","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.9358,0.0088,5785,,,,,"QCI",
"QCI","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.742,0.13,19,,,,,"QCI",
"QMR","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.8735,0.0183,812,,,,,"QMR",
"QMR","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.7729,0.0939,31,,,,,"QMR",
"QMR","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.7552,0.0216,744,,,,,"QMR",
"QMR","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.5208,0.0994,35,,,,,"QMR",
"QRT","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.7909,0.0142,1897,,,,,"QRT",
"QRT","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.6913,0.0277,349,,,,,"QRT",
"QRT","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.6959,0.0161,1613,,,,,"QRT",
"QRT","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.5993,0.0287,311,,,,,"QRT",
"ROU","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.6795,0.0231,1584,,,,,"Romania",642
"ROU","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.3315,0.0982,23,,,,,"Romania",642
"ROU","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.5358,0.0216,1318,,,,,"Romania",642
"ROU","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.275,0.064,23,,,,,"Romania",642
"RUS","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.8451,0.0106,2971,,,,,"Russian Federation",643
"RUS","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.6577,0.0474,174,,,,,"Russian Federation",643
"RUS","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.7543,0.0152,2562,,,,,"Russian Federation",643
"RUS","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.4363,0.0471,138,,,,,"Russian Federation",643
"SAU","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.6262,0.018,1770,,,,,"Saudi Arabia",682
"SAU","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.4982,0.0496,73,,,,,"Saudi Arabia",682
"SAU","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.3511,0.0196,1042,,,,,"Saudi Arabia",682
"SAU","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.3074,0.0723,58,,,,,"Saudi Arabia",682
"SGP","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.9511,0.0051,1781,,,,,"Singapore",702
"SGP","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.876,0.012,1205,,,,,"Singapore",702
"SGP","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.9079,0.0068,1700,,,,,"Singapore",702
"SGP","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.7964,0.0119,1181,,,,,"Singapore",702
"SRB","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.7088,0.0149,2164,,,,,"Serbia",688
"SRB","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.6153,0.0594,115,,,,,"Serbia",688
"SRB","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.5549,0.0172,1717,,,,,"Serbia",688
"SRB","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.5423,0.0611,88,,,,,"Serbia",688
"SVK","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.7891,0.0133,2179,,,,,"Slovakia",703
"SVK","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.3357,0.047,70,,,,,"Slovakia",703
"SVK","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.6565,0.0119,1765,,,,,"Slovakia",703
"SVK","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.2438,0.0331,69,,,,,"Slovakia",703
"SVN","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.9142,0.0064,2344,,,,,"Slovenia",705
"SVN","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.7027,0.0409,202,,,,,"Slovenia",705
"SVN","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.7846,0.0097,2176,,,,,"Slovenia",705
"SVN","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.5129,0.0392,148,,,,,"Slovenia",705
"SWE","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.9061,0.0091,2088,,,,,"Sweden",752
"SWE","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.6658,0.0292,297,,,,,"Sweden",752
"SWE","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.8301,0.0126,1823,,,,,"Sweden",752
"SWE","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.5359,0.0323,250,,,,,"Sweden",752
"TAP","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.883,0.0081,2691,,,,,"Chinese Taipei",
"TAP","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.6915,0.031,337,,,,,"Chinese Taipei",
"TAP","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.8279,0.0104,2426,,,,,"Chinese Taipei",
"TAP","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.6065,0.0276,371,,,,,"Chinese Taipei",
"THA","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.4987,0.0193,2539,,,,,"Thailand",764
"THA","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.2795,0.0669,34,,,,,"Thailand",764
"THA","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.3088,0.0219,1460,,,,,"Thailand",764
"THA","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.1455,0.0538,17,,,,,"Thailand",764
"TUR","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.8072,0.0114,2577,,,,,"Turkey",792
"TUR","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.5612,0.0708,103,,,,,"Turkey",792
"TUR","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.7054,0.015,2186,,,,,"Turkey",792
"TUR","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.4638,0.0609,150,,,,,"Turkey",792
"UKR","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.8139,0.0164,1496,,,,,"Ukraine",804
"UKR","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.8085,0.0191,821,,,,,"Ukraine",804
"UKR","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.6577,0.0229,1306,,,,,"Ukraine",804
"UKR","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.7178,0.0268,851,,,,,"Ukraine",804
"URY","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.6342,0.0141,1621,,,,,"Uruguay",858
"URY","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.4869,0.066,39,,,,,"Uruguay",858
"URY","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.541,0.017,1222,,,,,"Uruguay",858
"URY","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.2865,0.0561,37,,,,,"Uruguay",858
"USA","Sex & Language","Female","Yes",,,,,2018,,"Upper secondary","PISA",0.8573,0.0117,1661,,,,,"United States",840
"USA","Sex & Language","Female","No",,,,,2018,,"Upper secondary","PISA",0.7968,0.0306,312,,,,,"United States",840
"USA","Sex & Language","Male","Yes",,,,,2018,,"Upper secondary","PISA",0.7847,0.0152,1607,,,,,"United States",840
"USA","Sex & Language","Male","No",,,,,2018,,"Upper secondary","PISA",0.7158,0.0315,249,,,,,"United States",840
"ALB","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.4421,0.0266,281,,,,,"Albania",8
"ALB","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.6261,0.0171,1541,,,,,"Albania",8
"ALB","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.2674,0.0247,184,,,,,"Albania",8
"ALB","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.4254,0.0162,1050,,,,,"Albania",8
"ARE","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.508,0.0233,530,,,,,"United Arab Emirates",784
"ARE","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.7031,0.0088,5190,,,,,"United Arab Emirates",784
"ARE","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.3518,0.0269,152,,,,,"United Arab Emirates",784
"ARE","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.4711,0.0107,3837,,,,,"United Arab Emirates",784
"ARG","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.2331,0.0615,111,,,,,"Argentina",32
"ARG","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.5233,0.016,3219,,,,,"Argentina",32
"ARG","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.1598,0.0476,76,,,,,"Argentina",32
"ARG","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.4693,0.0167,2763,,,,,"Argentina",32
"AUS","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.7515,0.0407,240,,,,,"Australia",36
"AUS","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8574,0.0055,5574,,,,,"Australia",36
"AUS","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.5874,0.0518,224,,,,,"Australia",36
"AUS","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7643,0.0077,4966,,,,,"Australia",36
"AUT","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8165,0.0494,152,,,,,"Austria",40
"AUT","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8167,0.0141,2591,,,,,"Austria",40
"AUT","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.6572,0.0681,150,,,,,"Austria",40
"AUT","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7149,0.0161,2328,,,,,"Austria",40
"BEL","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8905,0.0742,83,,,,,"Belgium",56
"BEL","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8197,0.0111,3341,,,,,"Belgium",56
"BEL","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.8315,0.1301,49,,,,,"Belgium",56
"BEL","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7525,0.0117,3064,,,,,"Belgium",56
"BGR","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.1826,0.0956,10,,,,,"Bulgaria",100
"BGR","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.6449,0.0209,1546,,,,,"Bulgaria",100
"BGR","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.1681,0.0818,10,,,,,"Bulgaria",100
"BGR","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.4636,0.0227,1270,,,,,"Bulgaria",100
"BIH","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.4277,0.0549,83,,,,,"Bosnia and Herzegovina",70
"BIH","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.5565,0.0213,1645,,,,,"Bosnia and Herzegovina",70
"BIH","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.2189,0.0427,57,,,,,"Bosnia and Herzegovina",70
"BIH","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.3941,0.0161,1230,,,,,"Bosnia and Herzegovina",70
"BLR","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.6752,0.0292,302,,,,,"Belarus",112
"BLR","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8501,0.0126,1995,,,,,"Belarus",112
"BLR","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.5281,0.0338,279,,,,,"Belarus",112
"BLR","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7531,0.0143,1923,,,,,"Belarus",112
"BRA","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.2888,0.0621,65,,,,,"Brazil",76
"BRA","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.5697,0.0109,2837,,,,,"Brazil",76
"BRA","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.2074,0.0525,44,,,,,"Brazil",76
"BRA","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.4546,0.012,2229,,,,,"Brazil",76
"BRN","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.4872,0.0223,263,,,,,"Brunei Darussalam",96
"BRN","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.5562,0.0092,1606,,,,,"Brunei Darussalam",96
"BRN","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.2708,0.021,106,,,,,"Brunei Darussalam",96
"BRN","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.4383,0.0077,1362,,,,,"Brunei Darussalam",96
"CAN","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8661,0.0182,919,,,,,"Canada",124
"CAN","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.9064,0.0052,8967,,,,,"Canada",124
"CAN","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.7446,0.0219,813,,,,,"Canada",124
"CAN","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.8266,0.0073,8021,,,,,"Canada",124
"CHE","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8234,0.0555,147,,,,,"Switzerland",756
"CHE","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8172,0.0127,2165,,,,,"Switzerland",756
"CHE","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.7149,0.0541,151,,,,,"Switzerland",756
"CHE","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7195,0.0146,2011,,,,,"Switzerland",756
"CHL","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.6298,0.09,40,,,,,"Chile",152
"CHL","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.7424,0.0136,2739,,,,,"Chile",152
"CHL","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.3645,0.0747,36,,,,,"Chile",152
"CHL","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.6615,0.0169,2489,,,,,"Chile",152
"COL","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.3067,0.0552,163,,,,,"Colombia",170
"COL","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.5482,0.0185,2023,,,,,"Colombia",170
"COL","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.2853,0.0497,147,,,,,"Colombia",170
"COL","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.5129,0.0213,1800,,,,,"Colombia",170
"CRI","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.4395,0.03,345,,,,,"Costa Rica",188
"CRI","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.6583,0.0229,1882,,,,,"Costa Rica",188
"CRI","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.3538,0.0333,303,,,,,"Costa Rica",188
"CRI","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.6023,0.0187,1679,,,,,"Costa Rica",188
"CZE","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.7789,0.0456,115,,,,,"Czech Republic",203
"CZE","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8578,0.0131,2882,,,,,"Czech Republic",203
"CZE","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.5548,0.052,118,,,,,"Czech Republic",203
"CZE","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7592,0.014,2538,,,,,"Czech Republic",203
"DEU","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8577,0.1889,23,,,,,"Germany",276
"DEU","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8356,0.013,1782,,,,,"Germany",276
"DEU","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.7087,0.1107,18,,,,,"Germany",276
"DEU","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7579,0.0142,1892,,,,,"Germany",276
"DNK","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8947,0.0192,441,,,,,"Denmark",208
"DNK","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8953,0.0093,2187,,,,,"Denmark",208
"DNK","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.7908,0.0246,311,,,,,"Denmark",208
"DNK","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.793,0.0125,2014,,,,,"Denmark",208
"DOM","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.1251,0.0288,50,,,,,"Dominican Republic",214
"DOM","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.2806,0.0155,670,,,,,"Dominican Republic",214
"DOM","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.0492,0.0141,21,,,,,"Dominican Republic",214
"DOM","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.1835,0.0164,407,,,,,"Dominican Republic",214
"ESP","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8092,0.0229,643,,,,,"Spain",724
"ESP","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8162,0.0069,13971,,,,,"Spain",724
"ESP","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.6806,0.0239,514,,,,,"Spain",724
"ESP","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7201,0.0088,12496,,,,,"Spain",724
"EST","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8968,0.0237,400,,,,,"Estonia",233
"EST","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.9313,0.0066,2069,,,,,"Estonia",233
"EST","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.8415,0.0211,406,,,,,"Estonia",233
"EST","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.8597,0.0095,1861,,,,,"Estonia",233
"FIN","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.9585,0.0189,152,,,,,"Finland",246
"FIN","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.9252,0.0064,2410,,,,,"Finland",246
"FIN","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.8003,0.045,154,,,,,"Finland",246
"FIN","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.8042,0.0119,2136,,,,,"Finland",246
"FRA","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.6894,0.1255,18,,,,,"France",250
"FRA","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8482,0.0095,2263,,,,,"France",250
"FRA","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.5455,0.0432,47,,,,,"France",250
"FRA","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7597,0.0113,2024,,,,,"France",250
"GBR","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.894,0.0369,349,,,,,"United Kingdom",826
"GBR","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8598,0.0126,4853,,,,,"United Kingdom",826
"GBR","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.8127,0.0375,313,,,,,"United Kingdom",826
"GBR","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7995,0.0122,4305,,,,,"United Kingdom",826
"GEO","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.3032,0.026,198,,,,,"Georgia",268
"GEO","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.4983,0.0165,1002,,,,,"Georgia",268
"GEO","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.1546,0.0202,108,,,,,"Georgia",268
"GEO","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.3336,0.016,709,,,,,"Georgia",268
"GRC","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.6674,0.0551,218,,,,,"Greece",300
"GRC","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.7977,0.0167,2265,,,,,"Greece",300
"GRC","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.42,0.0654,126,,,,,"Greece",300
"GRC","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.6267,0.0204,1866,,,,,"Greece",300
"HKG","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.9754,0.0285,31,,,,,"Hong Kong",344
"HKG","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.9135,0.0096,2008,,,,,"Hong Kong",344
"HKG","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.8337,0.0459,25,,,,,"Hong Kong",344
"HKG","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.8176,0.0142,1835,,,,,"Hong Kong",344
"HRV","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.5991,0.0923,13,,,,,"Croatia",191
"HRV","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8513,0.011,2770,,,,,"Croatia",191
"HRV","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.4371,0.0691,8,,,,,"Croatia",191
"HRV","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7209,0.0154,2306,,,,,"Croatia",191
"HUN","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.2824,0.0879,14,,,,,"Hungary",348
"HUN","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.812,0.0134,2096,,,,,"Hungary",348
"HUN","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.3165,0.0649,25,,,,,"Hungary",348
"HUN","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.7199,0.0138,1785,,,,,"Hungary",348
"IDN","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.2555,0.0414,196,,,,,"Indonesia",360
"IDN","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.4016,0.0228,2342,,,,,"Indonesia",360
"IDN","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.1283,0.0296,95,,,,,"Indonesia",360
"IDN","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.2885,0.0221,1615,,,,,"Indonesia",360
"IRL","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.9289,0.0145,482,,,,,"Ireland",372
"IRL","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.9101,0.0087,2013,,,,,"Ireland",372
"IRL","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.8288,0.0222,499,,,,,"Ireland",372
"IRL","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.8544,0.0113,1874,,,,,"Ireland",372
"ISL","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.8009,0.0245,225,,,,,"Iceland",352
"ISL","Sex & Location","Female",,"Urban",,,,2018,,"Upper secondary","PISA",0.8113,0.0126,1078,,,,,"Iceland",352
"ISL","Sex & Location","Male",,"Rural",,,,2018,,"Upper secondary","PISA",0.6062,0.0294,174,,,,,"Iceland",352
"ISL","Sex & Location","Male",,"Urban",,,,2018,,"Upper secondary","PISA",0.6643,0.0137,899,,,,,"Iceland",352
"ISR","Sex & Location","Female",,"Rural",,,,2018,,"Upper secondary","PISA",0.7179,0.0693,323,,,,,"Israel",376
