iso_code3,country,survey,year,category,sex,location,wealth,comp_lowsec_1524,comp_lowsec_1519_v2,comp_upsec_2029,comp_upsec_2024_v2,eduyears_2024,comp_higher_2yrs_2529,age,prim_dur_uis,lowsec_dur_uis,upsec_dur_uis,prim_age_uis,lowsec_age_uis,upsec_age_uis,comp_lowsec_1524_no,comp_lowsec_1519_v2_no,comp_upsec_2029_no,comp_upsec_2024_v2_no,eduyears_2024_no,comp_higher_2yrs_2529_no
HRV,HR,EU-SILC,2018,location wealth,,Rural (EU LFS),2,1,,.95332444,1,12.206432,.15032211,39.310474,4,4,4,7,11,15,104,19,175,85,85,90
HRV,HR,EU-SILC,2018,location wealth,,Rural (EU LFS),3,1,,.97402185,.98328596,11.933144,.31980574,40.277187,4,4,4,7,11,15,85,14,138,71,71,67
HRV,HR,EU-SILC,2018,location wealth,,Rural (EU LFS),4,1,,1,1,12,.28060934,42.693996,4,4,4,7,11,15,38,4,105,34,34,71
HRV,HR,EU-SILC,2018,location wealth,,Rural (EU LFS),5,,,.95261782,,,.34163538,44.755047,4,4,4,7,11,15,13,4,44,9,9,35
HRV,HR,EU-SILC,2018,location wealth,,Rural (EU LFS),,.97582233,.97222769,.93585289,.93188709,12.032103,.307197,44.156963,4,4,4,7,11,15,1467,852,985,615,615,370
HRV,HR,EU-SILC,2018,location sex,Female,Cities,,.98548931,.96973419,.99054855,.98380637,12.399726,.57331324,43.736031,4,4,4,7,11,15,388,189,386,199,199,187
HRV,HR,EU-SILC,2018,location sex,Male,Cities,,.99035412,.97952223,.97234344,.98211432,12.266362,.44606757,40.785328,4,4,4,7,11,15,446,223,434,223,223,211
HRV,HR,EU-SILC,2018,location sex,Female,Towns and suburbs,,.99722916,.99389488,.95841163,.95076442,12.151359,.36202416,44.499577,4,4,4,7,11,15,612,293,541,319,319,222
HRV,HR,EU-SILC,2018,location sex,Male,Towns and suburbs,,.98154461,.96351099,.97761983,.97003669,12.095656,.30007362,41.229774,4,4,4,7,11,15,624,334,547,290,290,257
HRV,HR,EU-SILC,2018,location sex,Female,Rural (EU LFS),,.9844082,.98347646,.9413079,.94693857,12.244797,.38107228,45.291618,4,4,4,7,11,15,856,452,747,404,404,343
HRV,HR,EU-SILC,2018,location sex,Male,Rural (EU LFS),,.97693771,.96571571,.95593202,.95075732,11.917533,.17488658,41.234203,4,4,4,7,11,15,983,466,906,517,517,389
HRV,HR,EU-SILC,2018,location sex wealth,Female,Cities,1,,,.92394179,,,,40.588085,4,4,4,7,11,15,28,4,41,24,24,17
HRV,HR,EU-SILC,2018,location sex wealth,Female,Cities,2,,,,,,,41.283306,4,4,4,7,11,15,10,2,21,8,8,13
HRV,HR,EU-SILC,2018,location sex wealth,Female,Cities,3,,,,,,,40.426853,4,4,4,7,11,15,6,1,20,5,5,15
HRV,HR,EU-SILC,2018,location sex wealth,Female,Cities,4,,,,,,,42.116512,4,4,4,7,11,15,8,0,27,8,8,19
HRV,HR,EU-SILC,2018,location sex wealth,Female,Cities,5,,,,,,,44.315937,4,4,4,7,11,15,0,0,7,0,0,7
HRV,HR,EU-SILC,2018,location sex wealth,Female,Cities,,.98328274,.96866423,.99695402,1,12.43509,.5678432,44.338177,4,4,4,7,11,15,336,182,270,154,154,116
HRV,HR,EU-SILC,2018,location sex wealth,Male,Cities,1,,,,,,,36.447449,4,4,4,7,11,15,13,2,26,11,11,15
HRV,HR,EU-SILC,2018,location sex wealth,Male,Cities,2,,,,,,,38.070843,4,4,4,7,11,15,17,4,28,13,13,15
HRV,HR,EU-SILC,2018,location sex wealth,Male,Cities,3,,,.9655081,,,,39.412849,4,4,4,7,11,15,24,2,41,22,22,19
HRV,HR,EU-SILC,2018,location sex wealth,Male,Cities,4,,,,,,,41.954849,4,4,4,7,11,15,5,0,29,5,5,24
HRV,HR,EU-SILC,2018,location sex wealth,Male,Cities,5,,,,,,,42.907307,4,4,4,7,11,15,0,0,22,0,0,22
HRV,HR,EU-SILC,2018,location sex wealth,Male,Cities,,.98873883,.97872418,.96233803,.98551852,12.324132,.43442413,40.652805,4,4,4,7,11,15,387,215,288,172,172,116
HRV,HR,EU-SILC,2018,location sex wealth,Female,Towns and suburbs,1,1,,.98518771,1,12.444778,.34104061,40.591251,4,4,4,7,11,15,38,3,67,35,35,32
HRV,HR,EU-SILC,2018,location sex wealth,Female,Towns and suburbs,2,,,.95096678,,,.34121493,41.62521,4,4,4,7,11,15,16,2,50,14,14,36
HRV,HR,EU-SILC,2018,location sex wealth,Female,Towns and suburbs,3,,,1,,,,41.670483,4,4,4,7,11,15,13,2,35,11,11,24
HRV,HR,EU-SILC,2018,location sex wealth,Female,Towns and suburbs,4,,,,,,,42.557819,4,4,4,7,11,15,7,1,17,6,6,11
HRV,HR,EU-SILC,2018,location sex wealth,Female,Towns and suburbs,5,,,,,,,44.58918,4,4,4,7,11,15,0,0,14,0,0,14
HRV,HR,EU-SILC,2018,location sex wealth,Female,Towns and suburbs,,.99684465,.99370646,.94792783,.940947,12.145651,.29810819,45.338951,4,4,4,7,11,15,538,285,358,253,253,105
HRV,HR,EU-SILC,2018,location sex wealth,Male,Towns and suburbs,1,1,,.94789189,,,,41.159847,4,4,4,7,11,15,32,4,51,28,28,23
HRV,HR,EU-SILC,2018,location sex wealth,Male,Towns and suburbs,2,1,,.98263752,1,12,0,38.281895,4,4,4,7,11,15,39,9,66,30,30,36
HRV,HR,EU-SILC,2018,location sex wealth,Male,Towns and suburbs,3,,,.9762851,,,.25310791,41.878628,4,4,4,7,11,15,27,0,65,27,27,38
HRV,HR,EU-SILC,2018,location sex wealth,Male,Towns and suburbs,4,,,1,,,,41.880833,4,4,4,7,11,15,14,0,37,14,14,23
HRV,HR,EU-SILC,2018,location sex wealth,Male,Towns and suburbs,5,,,1,,,,43.567566,4,4,4,7,11,15,9,0,33,9,9,24
HRV,HR,EU-SILC,2018,location sex wealth,Male,Towns and suburbs,,.97695595,.96219814,.976008,.9774586,12.181342,.4346458,41.161705,4,4,4,7,11,15,503,321,295,182,182,113
HRV,HR,EU-SILC,2018,location sex wealth,Female,Rural (EU LFS),1,.99127942,,.94623214,.96331143,12.390714,.31219089,39.524246,4,4,4,7,11,15,63,14,101,49,49,52
HRV,HR,EU-SILC,2018,location sex wealth,Female,Rural (EU LFS),2,1,,.89929074,,,.26645595,40.360737,4,4,4,7,11,15,33,6,61,27,27,34
HRV,HR,EU-SILC,2018,location sex wealth,Female,Rural (EU LFS),3,,,.91228241,,,,40.28624,4,4,4,7,11,15,16,3,39,13,13,26
HRV,HR,EU-SILC,2018,location sex wealth,Female,Rural (EU LFS),4,,,,,,,42.800961,4,4,4,7,11,15,8,2,28,6,6,22
HRV,HR,EU-SILC,2018,location sex wealth,Female,Rural (EU LFS),5,,,,,,,45.70105,4,4,4,7,11,15,3,1,11,2,2,9
HRV,HR,EU-SILC,2018,location sex wealth,Female,Rural (EU LFS),,.98255116,.98245317,.94331372,.94021082,12.223532,.36077493,46.527317,4,4,4,7,11,15,733,426,507,307,307,200
HRV,HR,EU-SILC,2018,location sex wealth,Male,Rural (EU LFS),1,1,,.98554802,.97360581,12.014606,.092692614,37.46397,4,4,4,7,11,15,69,11,105,58,58,47
HRV,HR,EU-SILC,2018,location sex wealth,Male,Rural (EU LFS),2,1,,.98597008,1,12.146535,.065037169,38.507538,4,4,4,7,11,15,71,13,114,58,58,56
HRV,HR,EU-SILC,2018,location sex wealth,Male,Rural (EU LFS),3,1,,1,1,12,.15574048,40.272179,4,4,4,7,11,15,69,11,99,58,58,41
HRV,HR,EU-SILC,2018,location sex wealth,Male,Rural (EU LFS),4,1,,1,,,.14641599,42.631626,4,4,4,7,11,15,30,2,77,28,28,49
HRV,HR,EU-SILC,2018,location sex wealth,Male,Rural (EU LFS),5,,,.93536419,,,,44.361435,4,4,4,7,11,15,10,3,33,7,7,26
HRV,HR,EU-SILC,2018,location sex wealth,Male,Rural (EU LFS),,.96906275,.96219939,.92728877,.92325705,11.833628,.23647822,41.491039,4,4,4,7,11,15,734,426,478,308,308,170
HRV,HR,EU-SILC,2019,Total,,,,.98067296,.9643507,.97201723,.97289711,12.256707,.38133505,43.156879,4,4,4,7,11,15,3713,1768,3412,1945,1945,1467
HRV,HR,EU-SILC,2019,wealth,,,1,1,1,.96008545,.96726316,12.112047,.2816669,41.006466,4,4,4,7,11,15,216,30,321,186,186,135
HRV,HR,EU-SILC,2019,wealth,,,2,1,1,.97123677,.99125254,12.086527,.24034019,39.205639,4,4,4,7,11,15,221,37,372,184,184,188
HRV,HR,EU-SILC,2019,wealth,,,3,1,,.98402363,.96299529,12.082362,.37308645,39.991096,4,4,4,7,11,15,177,18,315,159,159,156
HRV,HR,EU-SILC,2019,wealth,,,4,1,,.99621302,.98526686,12.226274,.5134095,42.223537,4,4,4,7,11,15,77,7,231,70,70,161
HRV,HR,EU-SILC,2019,wealth,,,5,,,.99097985,,,.59882569,43.444736,4,4,4,7,11,15,22,3,137,19,19,118
HRV,HR,EU-SILC,2019,wealth,,,,.97628355,.96242094,.96752703,.97112644,12.314624,.37143838,43.883732,4,4,4,7,11,15,3000,1673,2036,1327,1327,709
HRV,HR,EU-SILC,2019,sex,Female,,,.98599154,.97516,.97124469,.97111642,12.425968,.5123105,44.818043,4,4,4,7,11,15,1796,837,1617,959,959,658
HRV,HR,EU-SILC,2019,sex,Male,,,.97563362,.9541111,.97275722,.97458464,12.096302,.25456223,41.379391,4,4,4,7,11,15,1917,931,1795,986,986,809
HRV,HR,EU-SILC,2019,location,,Cities,,.99000859,.97914982,.98689812,.98847038,12.386521,.54033142,42.749043,4,4,4,7,11,15,805,376,749,429,429,320
HRV,HR,EU-SILC,2019,location,,Towns and suburbs,,.97941715,.95767325,.97759974,.97963661,12.286424,.32718074,43.777813,4,4,4,7,11,15,1099,504,1032,595,595,437
HRV,HR,EU-SILC,2019,location,,Rural (EU LFS),,.97488004,.95870483,.95592523,.95568717,12.135153,.30180356,42.964146,4,4,4,7,11,15,1809,888,1631,921,921,710
HRV,HR,EU-SILC,2019,sex wealth,Female,,1,1,,.95623815,.95613122,12.163675,.39388752,41.453579,4,4,4,7,11,15,141,19,200,122,122,78
HRV,HR,EU-SILC,2019,sex wealth,Female,,2,1,,.95202798,1,12.296265,.42350337,40.606255,4,4,4,7,11,15,78,11,142,67,67,75
HRV,HR,EU-SILC,2019,sex wealth,Female,,3,1,,.98633254,.95729578,12.332449,.58773178,39.975098,4,4,4,7,11,15,47,4,103,43,43,60
HRV,HR,EU-SILC,2019,sex wealth,Female,,4,,,.99055243,,,.75083059,42.031223,4,4,4,7,11,15,23,1,82,22,22,60
HRV,HR,EU-SILC,2019,sex wealth,Female,,5,,,1,,,.84745741,43.108887,4,4,4,7,11,15,6,1,44,5,5,39
HRV,HR,EU-SILC,2019,sex wealth,Female,,,.98344225,.97411615,.97154707,.97211778,12.466782,.44888717,45.992332,4,4,4,7,11,15,1501,801,1046,700,700,346
HRV,HR,EU-SILC,2019,sex wealth,Male,,1,1,,.96698397,.99068409,12.003425,.10958725,39.927914,4,4,4,7,11,15,75,11,121,64,64,57
HRV,HR,EU-SILC,2019,sex wealth,Male,,2,1,,.98470157,.98582971,11.956504,.10000642,37.662716,4,4,4,7,11,15,143,26,230,117,117,113
HRV,HR,EU-SILC,2019,sex wealth,Male,,3,1,,.98266864,.96514791,11.987906,.20271322,40.001362,4,4,4,7,11,15,130,14,212,116,116,96
HRV,HR,EU-SILC,2019,sex wealth,Male,,4,1,,1,1,12.023905,.30697975,42.376907,4,4,4,7,11,15,54,6,149,48,48,101
HRV,HR,EU-SILC,2019,sex wealth,Male,,5,,,.98503894,,,.41740289,43.658752,4,4,4,7,11,15,16,2,93,14,14,79
HRV,HR,EU-SILC,2019,sex wealth,Male,,,.96897739,.95108873,.96318489,.9700464,12.148849,.28877133,41.517414,4,4,4,7,11,15,1499,872,990,627,627,363
HRV,HR,EU-SILC,2019,location wealth,,Cities,1,1,,.97731286,.96196574,12.02604,,40.829433,4,4,4,7,11,15,34,3,49,31,31,18
HRV,HR,EU-SILC,2019,location wealth,,Cities,2,1,,.98985022,.97490805,12.246405,.24200417,40.363213,4,4,4,7,11,15,42,5,73,37,37,36
HRV,HR,EU-SILC,2019,location wealth,,Cities,3,,,.97805232,,,,40.813244,4,4,4,7,11,15,23,1,47,22,22,25
HRV,HR,EU-SILC,2019,location wealth,,Cities,4,,,1,,,.60028553,41.635372,4,4,4,7,11,15,13,1,57,12,12,45
HRV,HR,EU-SILC,2019,location wealth,,Cities,5,,,1,,,.87961912,43.310051,4,4,4,7,11,15,1,0,34,1,1,33
HRV,HR,EU-SILC,2019,location wealth,,Cities,,.98844528,.97854519,.985084,.99451798,12.440566,.5070678,43.12347,4,4,4,7,11,15,692,366,489,326,326,163
HRV,HR,EU-SILC,2019,location wealth,,Towns and suburbs,1,1,,.97986472,.95097876,12.156863,.20460007,42.076412,4,4,4,7,11,15,56,6,102,50,50,52
HRV,HR,EU-SILC,2019,location wealth,,Towns and suburbs,2,1,,.94315141,1,12,.20372683,39.04108,4,4,4,7,11,15,65,6,112,59,59,53
HRV,HR,EU-SILC,2019,location wealth,,Towns and suburbs,3,1,,.98107493,.94509369,11.91267,.28291386,40.550163,4,4,4,7,11,15,40,3,92,37,37,55
HRV,HR,EU-SILC,2019,location wealth,,Towns and suburbs,4,,,.98526835,,,.51912606,43.188416,4,4,4,7,11,15,17,0,52,17,17,35
HRV,HR,EU-SILC,2019,location wealth,,Towns and suburbs,5,,,1,,,.50314891,43.96582,4,4,4,7,11,15,8,0,43,8,8,35
HRV,HR,EU-SILC,2019,location wealth,,Towns and suburbs,,.97475195,.95649815,.9816376,.98381996,12.421054,.34330088,44.570602,4,4,4,7,11,15,913,489,631,424,424,207
HRV,HR,EU-SILC,2019,location wealth,,Rural (EU LFS),1,1,,.93602848,.98001647,12.128432,.24916181,40.093906,4,4,4,7,11,15,126,21,170,105,105,65
HRV,HR,EU-SILC,2019,location wealth,,Rural (EU LFS),2,1,,.98477697,.99253744,12.074961,.26879385,38.7243,4,4,4,7,11,15,114,26,187,88,88,99
HRV,HR,EU-SILC,2019,location wealth,,Rural (EU LFS),3,1,,.98885369,.97796392,12.111157,.35920575,39.069798,4,4,4,7,11,15,114,14,176,100,100,76
HRV,HR,EU-SILC,2019,location wealth,,Rural (EU LFS),4,1,,1,1,12.579253,.41019145,42.108688,4,4,4,7,11,15,47,6,122,41,41,81
HRV,HR,EU-SILC,2019,location wealth,,Rural (EU LFS),5,,,.97161222,,,.3212955,43.135021,4,4,4,7,11,15,13,3,60,10,10,50
HRV,HR,EU-SILC,2019,location wealth,,Rural (EU LFS),,.96773964,.95488024,.94049662,.93922806,12.109474,.28309339,43.905964,4,4,4,7,11,15,1395,818,916,577,577,339
HRV,HR,EU-SILC,2019,location sex,Female,Cities,,.99060774,.98004013,.99684358,.99341285,12.588056,.69573039,44.320087,4,4,4,7,11,15,378,167,357,211,211,146
HRV,HR,EU-SILC,2019,location sex,Male,Cities,,.98944557,.97834188,.97687089,.98367333,12.190916,.37785718,40.994785,4,4,4,7,11,15,427,209,392,218,218,174
HRV,HR,EU-SILC,2019,location sex,Female,Towns and suburbs,,.99142396,.98641139,.96924406,.97328991,12.365968,.43727821,45.082737,4,4,4,7,11,15,545,234,513,311,311,202
HRV,HR,EU-SILC,2019,location sex,Male,Towns and suburbs,,.96741647,.93073988,.98615414,.98633128,12.202518,.21773779,42.336502,4,4,4,7,11,15,554,270,519,284,284,235
HRV,HR,EU-SILC,2019,location sex,Female,Rural (EU LFS),,.97824025,.9641282,.95187235,.95127571,12.351754,.42257458,45.006741,4,4,4,7,11,15,873,436,747,437,437,310
HRV,HR,EU-SILC,2019,location sex,Male,Rural (EU LFS),,.97180623,.95337069,.95945442,.95944434,11.950675,.19426799,40.907349,4,4,4,7,11,15,936,452,884,484,484,400
HRV,HR,EU-SILC,2019,location sex wealth,Female,Cities,1,,,.96866482,,,,40.750168,4,4,4,7,11,15,27,3,34,24,24,10
HRV,HR,EU-SILC,2019,location sex wealth,Female,Cities,2,,,,,,,42.718582,4,4,4,7,11,15,16,2,26,14,14,12
HRV,HR,EU-SILC,2019,location sex wealth,Female,Cities,3,,,,,,,39.512047,4,4,4,7,11,15,11,0,21,11,11,10
HRV,HR,EU-SILC,2019,location sex wealth,Female,Cities,4,,,,,,,41.324715,4,4,4,7,11,15,3,0,27,3,3,24
HRV,HR,EU-SILC,2019,location sex wealth,Female,Cities,5,,,,,,,42.693741,4,4,4,7,11,15,0,0,18,0,0,18
HRV,HR,EU-SILC,2019,location sex wealth,Female,Cities,,.9890334,.97930568,.99906325,.99840927,12.649436,.61643273,45.43037,4,4,4,7,11,15,321,162,231,159,159,72
HRV,HR,EU-SILC,2019,location sex wealth,Male,Cities,1,,,,,,,41.121204,4,4,4,7,11,15,7,0,15,7,7,8
HRV,HR,EU-SILC,2019,location sex wealth,Male,Cities,2,,,.98331541,,,,36.930866,4,4,4,7,11,15,26,3,47,23,23,24
HRV,HR,EU-SILC,2019,location sex wealth,Male,Cities,3,,,,,,,42.000351,4,4,4,7,11,15,12,1,26,11,11,15
HRV,HR,EU-SILC,2019,location sex wealth,Male,Cities,4,,,1,,,,41.977531,4,4,4,7,11,15,10,1,30,9,9,21
HRV,HR,EU-SILC,2019,location sex wealth,Male,Cities,5,,,,,,,43.813427,4,4,4,7,11,15,1,0,16,1,1,15
HRV,HR,EU-SILC,2019,location sex wealth,Male,Cities,,.98790264,.9778648,.97183418,.99079663,12.240814,.40471515,40.562538,4,4,4,7,11,15,371,204,258,167,167,91
HRV,HR,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,1,1,,.97028881,.92092764,12.253025,.26250604,42.263416,4,4,4,7,11,15,37,3,70,34,34,36
HRV,HR,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,2,,,.89530069,,,,40.305626,4,4,4,7,11,15,23,3,39,20,20,19
HRV,HR,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,3,,,1,,,,40.820873,4,4,4,7,11,15,9,1,30,8,8,22
HRV,HR,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,4,,,,,,,43.991375,4,4,4,7,11,15,4,0,16,4,4,12
HRV,HR,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,5,,,,,,,44.282707,4,4,4,7,11,15,1,0,11,1,1,10
HRV,HR,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,,.99001431,.98609263,.97640461,.97895116,12.465452,.4298934,46.126293,4,4,4,7,11,15,471,227,347,244,244,103
HRV,HR,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,1,,,1,,,,41.603527,4,4,4,7,11,15,19,3,32,16,16,16
HRV,HR,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,2,1,,.97521102,1,12,.11761053,37.582466,4,4,4,7,11,15,42,3,73,39,39,34
HRV,HR,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,3,1,,.96915609,,,.15834749,40.357548,4,4,4,7,11,15,31,2,62,29,29,33
HRV,HR,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,4,,,1,,,,42.594902,4,4,4,7,11,15,13,0,36,13,13,23
HRV,HR,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,5,,,1,,,,43.799442,4,4,4,7,11,15,7,0,32,7,7,25
HRV,HR,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,,.95777363,.9285354,.98815536,.99041438,12.36092,.24740048,42.776562,4,4,4,7,11,15,442,262,284,180,180,104
HRV,HR,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),1,1,,.93552423,.97844529,12.199902,.39826787,41.041607,4,4,4,7,11,15,77,13,96,64,64,32
HRV,HR,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),2,1,,.97187912,1,12.238836,.47515437,39.492741,4,4,4,7,11,15,39,6,77,33,33,44
HRV,HR,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),3,,,.96309185,,,,39.493584,4,4,4,7,11,15,27,3,52,24,24,28
HRV,HR,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),4,,,1,,,,41.350925,4,4,4,7,11,15,16,1,39,15,15,24
HRV,HR,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),5,,,,,,,42.938423,4,4,4,7,11,15,5,1,15,4,4,11
HRV,HR,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),,.97372419,.96201724,.9449175,.94258618,12.310564,.34009838,46.316467,4,4,4,7,11,15,709,412,468,297,297,171
HRV,HR,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),1,1,,.93671048,.98270017,12.006359,.094538152,38.261803,4,4,4,7,11,15,49,8,74,41,41,33
HRV,HR,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),2,1,,.99470013,.98856223,11.987666,.06785702,38.016632,4,4,4,7,11,15,75,20,110,55,55,55
HRV,HR,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),3,1,,1,1,12.025549,.24667548,38.869339,4,4,4,7,11,15,87,11,124,76,76,48
HRV,HR,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),4,1,,1,,,.27646372,42.552689,4,4,4,7,11,15,31,5,83,26,26,57
HRV,HR,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),5,,,.96173531,,,.16889288,43.220978,4,4,4,7,11,15,8,2,45,6,6,39
HRV,HR,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),,.96155846,.9474023,.93575984,.93582815,11.905882,.21730618,41.238686,4,4,4,7,11,15,686,406,448,280,280,168
HUN,HU,EU-SILC,2015,Total,,,,.97663432,.95728642,.84661305,.84218693,11.903771,.29873255,41.517509,4,4,4,7,11,15,26332,12716,26580,13616,13616,12964
HUN,HU,EU-SILC,2015,wealth,,,1,.98998481,.95007586,.76814407,.77779895,11.594225,.14497699,40.824165,4,4,4,7,11,15,3065,373,5644,2692,2692,2952
HUN,HU,EU-SILC,2015,wealth,,,2,.99888414,1,.95301443,.93621725,12.42882,.19136043,40.642078,4,4,4,7,11,15,871,60,1925,811,811,1114
HUN,HU,EU-SILC,2015,wealth,,,3,.99875629,1,.92122978,.91531992,12.454537,.28252026,40.733387,4,4,4,7,11,15,1164,61,2943,1103,1103,1840
HUN,HU,EU-SILC,2015,wealth,,,4,.99673277,,.95468974,.93305999,13.022124,.41320667,41.206196,4,4,4,7,11,15,827,29,2423,798,798,1625
HUN,HU,EU-SILC,2015,wealth,,,5,1,,.97318703,.96367329,13.636282,.66973817,41.312378,4,4,4,7,11,15,386,18,1770,368,368,1402
HUN,HU,EU-SILC,2015,wealth,,,,.97073019,.95714515,.79545557,.82565951,11.653034,.21575932,41.869041,4,4,4,7,11,15,20019,12175,11875,7844,7844,4031
HUN,HU,EU-SILC,2015,sex,Female,,,.97771877,.95914549,.8554973,.85158175,11.988903,.35564256,43.412884,4,4,4,7,11,15,12606,6051,12953,6555,6555,6398
HUN,HU,EU-SILC,2015,sex,Male,,,.97559983,.95551974,.83812743,.83319634,11.822304,.24447943,39.430355,4,4,4,7,11,15,13726,6665,13627,7061,7061,6566
HUN,HU,EU-SILC,2015,location,,Cities,,.98041499,.95792228,.90920085,.89997625,12.204195,.43219185,42.323154,4,4,4,7,11,15,3680,1520,4629,2160,2160,2469
HUN,HU,EU-SILC,2015,location,,Towns and suburbs,,.98094249,.96513921,.85891777,.84780592,11.94052,.28513303,41.984596,4,4,4,7,11,15,8419,4077,8444,4342,4342,4102
HUN,HU,EU-SILC,2015,location,,Rural (EU LFS),,.97058815,.9507677,.78125089,.79389012,11.646119,.17864333,40.382729,4,4,4,7,11,15,14233,7119,13507,7114,7114,6393
HUN,HU,EU-SILC,2015,sex wealth,Female,,1,.99774224,.99527943,.831918,.84259188,12.004527,.21201213,41.917461,4,4,4,7,11,15,1286,120,2423,1166,1166,1257
HUN,HU,EU-SILC,2015,sex wealth,Female,,2,1,,.96515691,.95348436,12.528996,.27656892,41.206478,4,4,4,7,11,15,376,20,884,356,356,528
HUN,HU,EU-SILC,2015,sex wealth,Female,,3,1,,.96942252,.98032683,12.916249,.40003139,40.609211,4,4,4,7,11,15,496,10,1394,486,486,908
HUN,HU,EU-SILC,2015,sex wealth,Female,,4,1,,.96637148,.90122539,13.227776,.66431284,41.918701,4,4,4,7,11,15,284,5,884,279,279,605
HUN,HU,EU-SILC,2015,sex wealth,Female,,5,1,,.99107057,.98274642,13.914907,.73247725,41.88953,4,4,4,7,11,15,150,2,649,148,148,501
HUN,HU,EU-SILC,2015,sex wealth,Female,,,.97163922,.95810992,.78820026,.81803715,11.626499,.23848191,44.405739,4,4,4,7,11,15,10014,5894,6719,4120,4120,2599
HUN,HU,EU-SILC,2015,sex wealth,Male,,1,.98371291,.92624557,.71758467,.72257996,11.24455,.095177747,39.648056,4,4,4,7,11,15,1779,253,3221,1526,1526,1695
HUN,HU,EU-SILC,2015,sex wealth,Male,,2,.99789995,1,.9424032,.92084372,12.339629,.11788315,40.001396,4,4,4,7,11,15,495,40,1041,455,455,586
HUN,HU,EU-SILC,2015,sex wealth,Male,,3,.99774069,1,.87481493,.859474,12.057892,.16159633,40.851139,4,4,4,7,11,15,668,51,1549,617,617,932
HUN,HU,EU-SILC,2015,sex wealth,Male,,4,.99464911,,.9472937,.9542805,12.88504,.25808287,40.592022,4,4,4,7,11,15,543,24,1539,519,519,1020
HUN,HU,EU-SILC,2015,sex wealth,Male,,5,1,,.96289814,.94987404,13.434699,.63546717,40.976395,4,4,4,7,11,15,236,16,1121,220,220,901
HUN,HU,EU-SILC,2015,sex wealth,Male,,,.9698059,.95620036,.80460632,.83382016,11.681443,.17595366,38.682518,4,4,4,7,11,15,10005,6281,5156,3724,3724,1432
HUN,HU,EU-SILC,2015,location wealth,,Cities,1,.99388355,,.82192773,.79907328,11.671353,.21997029,40.906052,4,4,4,7,11,15,225,21,498,204,204,294
HUN,HU,EU-SILC,2015,location wealth,,Cities,2,1,,.92842132,.83490258,11.985632,.33200803,40.773247,4,4,4,7,11,15,82,5,246,77,77,169
HUN,HU,EU-SILC,2015,location wealth,,Cities,3,1,,.928653,.96776241,12.855296,.29524484,39.538822,4,4,4,7,11,15,157,5,558,152,152,406
HUN,HU,EU-SILC,2015,location wealth,,Cities,4,1,,.94453812,.90386176,12.83155,.47765997,40.209614,4,4,4,7,11,15,170,6,580,164,164,416
HUN,HU,EU-SILC,2015,location wealth,,Cities,5,1,,.98673266,1,13.982898,.76521283,41.065304,4,4,4,7,11,15,81,4,593,77,77,516
HUN,HU,EU-SILC,2015,location wealth,,Cities,,.97589618,.95657593,.8892476,.90424937,12.044974,.32040381,43.497154,4,4,4,7,11,15,2965,1479,2154,1486,1486,668
HUN,HU,EU-SILC,2015,location wealth,,Towns and suburbs,1,.99435604,.96292567,.78700775,.78028631,11.660808,.14593562,41.113449,4,4,4,7,11,15,902,89,1611,813,813,798
HUN,HU,EU-SILC,2015,location wealth,,Towns and suburbs,2,.99719357,,.95756072,.94667327,12.499969,.16037193,40.876392,4,4,4,7,11,15,302,17,645,285,285,360
HUN,HU,EU-SILC,2015,location wealth,,Towns and suburbs,3,1,,.93738884,.89646995,12.342182,.28987473,41.048843,4,4,4,7,11,15,391,21,960,370,370,590
HUN,HU,EU-SILC,2015,location wealth,,Towns and suburbs,4,.98878938,,.96707863,.9537946,13.050348,.37767386,41.798141,4,4,4,7,11,15,258,6,838,252,252,586
HUN,HU,EU-SILC,2015,location wealth,,Towns and suburbs,5,1,,.98333961,.98726964,13.681724,.61208349,41.746685,4,4,4,7,11,15,106,5,593,101,101,492
HUN,HU,EU-SILC,2015,location wealth,,Towns and suburbs,,.97589797,.96550053,.80607432,.83392489,11.710423,.23320611,42.403374,4,4,4,7,11,15,6460,3939,3797,2521,2521,1276
