iso_code,country,survey,year,category,disability,hh_edu_head,sex,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,overage2plus_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,edu0_prim_m,preschool_3_m,attend_higher_1822_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,comp_lowsec_1524_m,comp_prim_1524_m,comp_upsec_2029_m,edu4_2024_m,eduyears_2024_m,literacy_1524_m,preschool_1ybefore_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,overage2plus_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_no,preschool_3_no,attend_higher_1822_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,comp_lowsec_1524_no,comp_prim_1524_no,comp_upsec_2029_no,edu4_2024_no,eduyears_2024_no,literacy_1524_no,preschool_1ybefore_no
HND,Honduras,MICS,2019,Household education,,Completed primary,,.98594242,.8865968,.58342874,,.078290597,.51459229,.64585161,.015883153,.99053234,.027540574,.091517761,.063022092,.045034707,.85865486,.97886795,.4937754,0,11.175138,.90871817,.62177795,680,617,514,,1400,688,443,933,135,900,527,527,497,1837,1837,1303,750,750,1838,192
HND,Honduras,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,.44738808,,,,.072700985,.33836544,.53503007,.051273953,,,,,,,,,,,,,65,6,0,0,192,74,47,133,10,,,,,,,,,,,
HND,Honduras,MICS,2019,Household education,,Completed post-secondary or higher,,1,.97966135,.84155566,,.01330128,.038707223,.19968586,0,1,.454559,.67861074,.44415846,.60547513,.9866913,.99477804,.8643592,0,13.902519,.99664378,.52114928,185,213,220,,475,186,123,299,76,373,429,429,287,721,721,811,381,381,683,74
HND,Honduras,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,.5895493,,,,.11611944,.35679159,.50060093,.056240104,,,,,,,,,,,,,84,10,0,0,158,60,61,103,8,,,,,,,,,,,
HND,Honduras,MICS,2019,Disability & Sex,At least one functional difficulty,,Male,.48880124,,,,.0621613,.31324807,.47411057,.025609421,,,,,,,,,,,,,151,24,0,0,458,202,105,294,10,,,,,,,,,,,
HND,Honduras,MICS,2019,Household education,,Completed upper secondary,,.98664302,.97673076,.77326947,,.035314973,.17794317,.35986406,.004745381,.96734297,.14027964,.13435812,.076648161,.053141363,.97813505,.98939103,.81555545,0,12.244267,.98679602,.66441929,1473,1632,1567,,3654,1653,946,2325,478,2642,2368,2368,2042,5172,5172,4960,2568,2568,4989,641
HND,Honduras,MICS,2019,Disability & Sex,At least one functional difficulty,,Female,.59708524,.440759,,,.098661914,.32602447,.46417126,.021581229,,,,,,,,,,,,,209,40,0,0,375,175,149,245,6,,,,,,,,,,,
HND,Honduras,MICS,2019,Household education,,Completed lower secondary,,.99214786,.96474719,.53810275,,.06794174,.32209876,.44397041,.0074908221,.94976634,.082846917,.09519399,.056846727,.049783114,.96084368,.98727995,.45723936,0,11.3464,.97337794,.67529553,978,1033,847,,2340,1090,613,1441,262,1538,1201,1201,1068,3044,3044,2594,1375,1375,2988,381
HND,Honduras,MICS,2019,Disability,"At least one sensory, physical or intellectual difficulty",,,.52424675,,,,.090154469,.34713739,.51705509,.053324807,,,,,,,,,,,,,149,16,0,0,350,134,108,236,18,,,,,,,,,,,
HND,Honduras,MICS,2019,Disability,At least one functional difficulty,,,.54734886,.43048269,,,.077713765,.31911448,.46866751,.023829753,,,,,,,,,,,,,360,64,0,0,833,377,254,539,16,,,,,,,,,,,
IRQ,Iraq,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,.53927338,,,.27145386,.025083605,.115785,.34990528,.20185554,,,,,,,,,,,,,49,5,0,220,125,53,41,103,3,,,,,,,,,,,
IRQ,Iraq,MICS,2018,Household education,,Not completed primary,,.6334973,.30895314,.26254085,.36521319,.13979901,.32286611,.5441829,.085478991,.69178283,.087562665,.31087738,.2483431,.25426525,.27974808,.56056249,.18322943,.16782849,7.5965676,.45544842,.23341769,2355,2000,1777,9476,6676,2672,2274,4108,69,2576,2570,2570,2335,6476,6476,5511,2419,2419,6570,291
IRQ,Iraq,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,.52776229,.79846299,,.25133988,.0561403,.3213864,.44003713,.037560474,,.12205082,.51888484,.41086841,.28532228,.32992944,.60525113,.20499648,.12707981,8.0320854,.56050026,,248,33,0,1087,611,252,214,371,2,82,148,148,169,409,409,264,90,90,424,
IRQ,Iraq,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,.6025067,.46947178,,.26798075,.041834667,.16171314,.4158709,.058117062,,,,,,.2232051,.72991341,,,,.27612305,,370,50,0,1518,857,357,318,553,3,,,,,337,337,,,,391,
IRQ,Iraq,MICS,2018,Disability,At least one functional difficulty,,,.57146901,.66246432,,.26082972,.04773308,.22900617,.42670989,.049968008,,.12205082,.51888484,.41086841,.28532228,.2847195,.65805984,.20499648,.12707981,8.0320854,.43208534,,618,83,0,2605,1468,609,532,924,5,82,148,148,169,746,746,264,90,90,815,
IRQ,Iraq,MICS,2018,Household education,,Completed post-secondary or higher,,.91850609,.69636625,.65716261,.53139228,.036856979,.083413422,.1901727,.012771092,.86319363,.30787081,.62638247,.44633418,.49003077,.69007397,.91989046,.64591169,.01794797,12.023738,.71883059,.40015441,1298,1223,1009,6461,2953,1395,1311,1851,116,1742,1169,1169,983,3647,3647,2737,1533,1533,3721,243
IRQ,Iraq,MICS,2018,Household education,,Completed upper secondary,,.85450983,.54160064,.57637924,.45570627,.038776591,.12243604,.31946883,.0075761676,.91516197,.22528586,.3694593,.16916281,.11894061,.53342158,.84063995,.4891651,.060573537,10.320447,.62243927,.41674486,443,370,369,2037,1008,462,411,658,30,595,402,402,341,1226,1226,968,547,547,1258,59
IRQ,Iraq,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,.48371339,,,.27072725,.045843162,.2242264,.28276369,.1886884,,.12672406,.53851551,.41231012,.30730072,.26065865,.52378887,.18910092,.14732298,7.3491883,.51986158,,71,11,0,378,229,83,63,167,8,54,108,108,120,113,113,184,56,56,104,
IRQ,Iraq,MICS,2018,Household education,,Completed primary,,.74808437,.4135851,.34535098,.40884387,.066769309,.20714542,.43300155,.043474272,.87555152,.13395612,.21433356,.14357884,.1414201,.36303112,.73927617,.25082284,.086767323,8.7463007,.48790246,.24272121,2423,2001,1568,10197,5978,2754,2295,3896,90,2622,1930,1930,1760,6046,6046,4439,2319,2319,6187,331
IRQ,Iraq,MICS,2018,Household education,,Completed lower secondary,,.85696054,.56443059,.46693337,.48477343,.051392715,.14858662,.31873864,.018851282,.9152261,.20344351,.29205409,.19063942,.13970761,.54036212,.84082997,.38360775,.030296242,10.343265,.63963932,.40410301,1054,982,784,4863,2438,1144,1050,1606,53,1367,851,851,731,2888,2888,2062,1172,1172,2970,184
IRQ,Iraq,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,.26944575,.083785899,.47695684,,.15727319,,.12672406,.53851551,.41231012,.30730072,.26065865,.52378887,.18910092,.14732298,7.3491883,.51986158,,22,6,0,158,104,30,22,64,5,54,108,108,120,113,113,184,56,56,104,
KGZ,Kyrgyzstan,MICS,2018,Household education,,Not completed primary,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,3,,6,,,5,1,1,1,1,1,1,1
KGZ,Kyrgyzstan,MICS,2018,Household education,,Completed upper secondary,,1,.99701893,1,.29931417,.012556746,.012127132,.27622595,0,.98031801,.46184057,.89382201,.51648253,.40662009,.99919349,.99919349,.99294353,0,14.90384,.99919581,.4001134,184,110,96,370,265,303,94,252,55,182,160,160,168,396,396,315,155,155,398,70
KGZ,Kyrgyzstan,MICS,2018,Disability,At least one functional difficulty,,,.9771415,,,.029378571,.014092359,.0094747832,,0,,,,,,.91947716,.91947716,,,,.93992776,,46,0,0,126,109,92,24,80,6,4,16,16,19,55,55,22,5,5,55,
KGZ,Kyrgyzstan,MICS,2018,Household education,,Completed lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,,2,,4,1,1,1,,,1,,,,
KGZ,Kyrgyzstan,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,,,,,,,,,,,,,,,,,,4,0,0,21,16,9,2,11,,,,,,,,,,,,
KGZ,Kyrgyzstan,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,,,,,,,,,,,,,,,,,,6,0,0,15,15,16,2,14,2,3,8,8,12,7,7,11,2,2,7,
KGZ,Kyrgyzstan,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,,,,.034448549,.032295924,0,,0,,,,,,.95977336,.95977336,,,,.95977336,,21,0,0,55,48,46,10,39,2,4,16,16,19,31,31,22,5,5,31,
KGZ,Kyrgyzstan,MICS,2018,Household education,,Completed post-secondary or higher,,.9903906,.99350315,.99807155,.22413263,.010776951,.022881007,.10837057,.0018609514,.96134347,.36322379,.97516364,.76398784,.79897636,.9937343,.99466521,.99465716,0,15.938433,.99746287,.39446124,918,541,567,2111,1641,1600,478,1368,392,933,1222,1222,1100,2166,2166,2230,1006,1006,2167,406
KGZ,Kyrgyzstan,MICS,2018,Household education,,Completed primary,,,,,,,,,,,,,,,,,,,,,,1,,1,4,3,4,2,3,,1,2,2,3,3,3,3,1,1,3,
KGZ,Kyrgyzstan,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,,,,.026625158,.0041669845,.022141181,,0,,,,,,,,,,,,,25,0,0,71,61,46,14,41,4,,,,,24,24,,,,24,
KGZ,Kyrgyzstan,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,.013295756,.023672899,,,,,,,,,,,,,,,,10,0,0,36,31,25,4,25,2,3,8,8,12,7,7,11,2,2,7,
KIR,Kiribati,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,.23575054,.041572131,,,.13596314,,,,,,,,,,,,,12,3,0,82,56,18,13,31,3,,,,,,,,,,,
KIR,Kiribati,MICS,2018,Household education,,Completed post-secondary or higher,,,.91558582,.48721379,.47774738,.026605671,.061520651,.26234999,.021563135,1,.19111066,.36625683,.1607897,.21055259,.90004659,.95063019,.45164508,0,12.032381,.88256699,,25,41,40,162,86,33,43,54,31,72,73,73,48,118,118,135,61,61,115,14
KIR,Kiribati,MICS,2018,Household education,,Not completed primary,,.87688845,.71850926,.17033379,.41921756,.056668688,.10444884,.41627789,.024860376,.93664068,.016590226,.16275403,.16275403,.19968262,.6490109,.8769812,.10577592,.024941245,10.930935,.67911404,,55,62,70,239,137,62,72,89,49,116,94,94,65,220,220,211,115,115,212,26
KIR,Kiribati,MICS,2018,Household education,,Completed upper secondary,,,.89265549,.3507553,.43481603,.022770243,0,.25947255,0,.96881485,.044445887,.076893769,.028434778,0,.93567634,.98389882,.42128769,.010261005,11.638783,.88421983,,28,30,44,181,103,42,34,59,38,62,81,81,76,112,112,149,68,68,113,20
KIR,Kiribati,MICS,2018,Household education,,Completed lower secondary,,.96016586,.82313883,.15309182,.3994506,.043836739,.078210622,.36874548,.019417606,.94606709,.039901599,.037975248,.028112611,.031523757,.80456531,.96142137,.12642288,.0038251875,10.558783,.78212994,.62790334,376,485,437,2187,1320,495,554,748,446,777,692,692,664,1480,1480,1437,743,743,1455,255
KIR,Kiribati,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,.77093381,,,.262456,.044895802,.10404078,,.014406549,,,,,,,,,,,,,32,2,0,199,136,43,20,60,14,,,,,,,,,,,
KIR,Kiribati,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,,,,.21579029,.014722723,.27767849,,.049183227,,,,,,,,,,,,,27,6,0,195,131,53,23,71,29,,,,,,,,,,,
KIR,Kiribati,MICS,2018,Household education,,Completed primary,,.87631696,.61434662,.056234181,.33109772,.042615682,.18364471,.47365543,.01697595,.9656828,0,.042040963,.035438027,.022160783,.61625153,.92049348,.085096836,.016947458,9.4685116,.6072318,.70968068,124,144,169,737,495,184,169,280,143,246,223,223,188,478,478,485,258,258,477,79
KIR,Kiribati,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,.32238394,,,,,,,,,,,,,,,,,8,2,0,39,25,6,8,11,,,,,,,,,,,,
KIR,Kiribati,MICS,2018,Disability,At least one functional difficulty,,,.65261662,,,.23917054,.029232886,.1993567,.39690337,.033813395,.96759742,,,,,,,,,,,,59,8,0,394,267,96,43,131,43,,,,,,,,,,,
KIR,Kiribati,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,.16757946,0,,,,,,,,,,,,,,,,4,1,0,43,31,12,5,20,3,,,,,,,,,,,
LAO,Lao PDR,MICS,2017,Disability & Sex,At least one functional difficulty,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
LAO,Lao PDR,MICS,2017,Household education,,Not completed primary,,.89903617,.80537736,.70760351,.20600791,.23744196,.31880608,.68245441,.10220562,.74541503,.022512302,.88221312,.7327863,.81396848,.78797245,.78797245,.58740985,0,21.281591,.74762225,.46562994,1093,892,727,2153,1829,1611,906,1516,148,1014,822,822,658,2558,2558,1909,805,805,2583,188
LAO,Lao PDR,MICS,2017,Disability,At least one functional difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
LAO,Lao PDR,MICS,2017,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
LAO,Lao PDR,MICS,2017,Household education,,Completed lower secondary,,.91736776,.9238078,.73555785,.21013659,.17908692,.24051467,.56602824,.070195138,.78274548,.049947921,.55739552,.44331264,.37083089,.88090795,.88090795,.5689224,0,20.057779,.83949459,.53210843,274,195,165,612,473,414,223,396,36,251,219,219,191,595,595,471,210,210,597,56
LAO,Lao PDR,MICS,2017,Household education,,Completed upper secondary,,.96554911,.92651802,.90483749,.12389017,.13356091,.22267696,.48767608,.041184861,.8929888,.049164042,.72193837,.45992973,.32998246,.92738044,.92738044,.85149926,0,22.009735,.8803696,.39672005,1249,978,696,2543,2137,1755,1070,1755,238,1212,1120,1120,1073,2882,2882,2315,1086,1086,2908,271
LAO,Lao PDR,MICS,2017,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
LAO,Lao PDR,MICS,2017,Disability & Sex,At least one functional difficulty,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
LAO,Lao PDR,MICS,2017,Household education,,Completed post-secondary or higher,,.98507178,.97643185,.94819152,.054721221,.055347361,.10655127,.27616376,.013191286,.90028626,.1422541,.93930495,.70482278,.64975172,.9701429,.9701429,.9430511,0,25.527052,.94475091,.45130637,3264,2605,2305,6601,5873,4566,2974,4639,1279,3786,4170,4170,4164,8478,8478,8051,3725,3725,8395,1068
LAO,Lao PDR,MICS,2017,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
LSO,Lesotho,MICS,2018,Disability,At least one functional difficulty,,,.66743708,,,.29194057,.01867176,.097706035,.3662791,.022329176,0,0,.21156424,.085859142,.055421229,.37480938,.8303284,.34373912,.024675498,9.2182531,.49562794,,64,0,0,360,212,104,39,119,43,74,86,86,89,183,183,155,65,65,190,
LSO,Lesotho,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,.78374976,,,.32750511,.038289711,.048512038,,.02321131,,0,.20921162,.08914414,.059992738,.47094029,.87235737,.37625447,.015534339,9.5791492,.58996212,,36,0,0,216,134,63,19,79,15,55,70,70,62,81,81,116,44,44,78,
LSO,Lesotho,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,.72295213,,,.40297523,.010647063,.08357998,,0,,0,.25492868,.1125693,.044411097,.45589995,.88998187,.3361972,0,9.3342896,.54206413,,38,0,0,177,90,59,24,53,19,54,58,58,63,119,119,107,47,47,124,
LSO,Lesotho,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,.44731376,.038323026,.045554809,,0,,0,.24601871,.11754341,.063389726,.53403115,.91627145,.36079332,0,9.6917353,.64695716,,21,0,0,102,56,34,13,35,8,42,47,47,44,56,56,81,33,33,54,
LSO,Lesotho,MICS,2018,Household education,,Completed primary,,.87539661,.41409424,.21007907,1,,1,.97807997,.0002937385,0,0,.07544142,.035524458,.036734845,.32838687,.89261299,.22720456,.024582159,9.1348267,.41443607,0,449,386,347,516,19,49,100,589,179,622,519,519,497,1277,1277,1068,545,545,1193,115
LSO,Lesotho,MICS,2018,Household education,,Completed lower secondary,,.88781899,.65960753,.27047834,1,,,,.015766721,0,0,.11810241,.044902608,.011163581,.58680624,.94048584,.31462052,0,10.129906,.62985218,0,132,181,129,157,8,8,26,163,52,258,172,172,155,466,466,375,202,202,438,44
LSO,Lesotho,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,,,,.17768082,.02424111,.11784668,,.039213862,,,,,,.18312155,.6893152,.36261326,,,.38837147,,26,0,0,183,122,45,15,66,24,20,28,28,26,64,64,48,18,18,66,
LSO,Lesotho,MICS,2018,Household education,,Completed upper secondary,,.95482892,.86229187,.77345049,1,,,,.015896391,0,0,.21213125,.032270845,.070726112,.81063092,.97314411,.78636342,.0011473469,11.899073,.82509392,0,81,100,136,159,1,5,13,130,77,191,235,235,217,375,375,472,236,236,357,36
LSO,Lesotho,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,.21310629,.038267028,,,.039413948,,,,,,,,.41819322,,,,,15,0,0,114,78,29,6,44,7,13,23,23,18,25,25,35,11,11,24,
LSO,Lesotho,MICS,2018,Household education,,Not completed primary,,.70951378,.30310875,.18402222,1,1,1,.99815053,.013825111,0,0,.075740524,.061793528,.12019707,.24761429,.68841916,.14736409,.079423063,7.8504429,.43002599,0,708,663,609,631,89,159,232,1204,237,1044,840,840,792,2135,2135,1794,921,921,1979,254
LSO,Lesotho,MICS,2018,Household education,,Completed post-secondary or higher,,.98540521,.68175864,.66767955,1,,,,0,0,0,.70643586,.30378512,.32215172,.77477783,.98372424,.79150033,0,12.495239,.79326981,0,63,50,67,84,1,5,12,96,56,96,180,180,185,199,199,287,107,107,186,35
MDG,Madagascar,MICS,2018,Disability,At least one functional difficulty,,,.44515473,,,.31304374,.064836659,.24090344,.59925008,.13623706,.87570333,,,,,,,,,,,,296,6,0,1119,492,384,172,443,42,,,,,,,,,,,
MDG,Madagascar,MICS,2018,Household education,,Completed post-secondary or higher,,,.4106192,,.60128629,.28335184,.51127172,,.046785761,,0,.075042896,.075042896,,.38306451,.76909506,.19239084,.047331024,10.787765,.61085522,,23,35,25,67,30,32,19,32,7,50,43,43,22,89,89,81,40,40,83,5
MDG,Madagascar,MICS,2018,Household education,,Completed lower secondary,,.81485122,.53052002,.12483852,.54771197,.063623369,.16018878,.39475501,.025315726,.7599014,0,.034826506,.034826506,.026634958,.53249562,.86860943,.099007986,.044651657,8.270709,.60701686,.31505662,475,522,395,1781,718,616,511,588,228,690,543,543,339,1500,1500,1213,651,651,1465,134
MDG,Madagascar,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,.40972853,,,.28562567,.054880075,.25249726,.6656785,.16563876,,,,,,,,,,,,,149,2,0,558,251,186,79,224,23,,,,,,,,,,,
MDG,Madagascar,MICS,2018,Household education,,Completed upper secondary,,.87144697,.50320482,.32760099,.59087551,.022277422,.12412163,.34610659,.010824218,.82467347,0,.016060498,.016060498,.011056893,.56870997,.91579801,.46989429,.033560596,9.3751402,.61375993,.22133429,179,202,184,740,279,235,179,236,108,308,296,296,163,625,625,610,310,310,599,42
MDG,Madagascar,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,.48142344,,,.349733,.044984516,.20151946,.50567758,.15649252,,,,,,,,,,,,,139,2,0,505,213,181,79,192,20,,,,,,,,,,,
MDG,Madagascar,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,.44390899,,,.3326675,.040439278,.19488485,.62980139,.17357771,,,,,,,,,,,,,71,1,0,261,117,88,36,97,7,,,,,,,,,,,
MDG,Madagascar,MICS,2018,Household education,,Not completed primary,,.38762352,.097905338,.027202291,.37840554,.32767966,.46022287,.78458196,.22986783,.61053193,0,.33081296,.33081296,.37414175,.091445573,.33464858,.015377723,.46401891,4.2398524,.44293055,.27756226,3079,2833,1521,8139,6725,4576,2885,5093,780,2354,2747,2747,2302,7148,7148,5397,1941,1941,7212,830
MDG,Madagascar,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,.52551967,,,.36717153,.050102767,.20785657,.39941812,.14080247,,,,,,,,,,,,,68,1,0,244,96,93,43,95,13,,,,,,,,,,,
MDG,Madagascar,MICS,2018,Household education,,Completed primary,,.70772135,.29946893,.07954935,.45911089,.11790822,.2441406,.58924937,.049627032,.71680248,0,.047056951,.047056951,.061952405,.24560337,.79985404,.071391843,.084988646,6.6067243,.45080149,.26929328,1112,1183,876,3775,1888,1495,1198,1548,398,1524,1132,1132,814,3364,3364,2573,1382,1382,3317,341
MDG,Madagascar,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,.48271418,,,.33850208,.074876733,.23088413,.54474664,.10934397,,,,,,,,,,,,,147,4,0,561,241,198,93,219,19,,,,,,,,,,,
MKD,North Macedonia,MICS,2018,Household education,,Completed lower secondary,,1,.93952471,.87453693,.61470944,.0055076084,.028252723,.12810433,0,,.47622365,.30813569,.16983373,.13991165,.96406841,.99837089,.82809687,0,13.956524,.96526659,,63,57,69,230,107,79,80,85,23,104,148,148,152,225,225,279,130,130,223,9
MKD,North Macedonia,MICS,2018,Household education,,Completed primary,,.93704879,.88830435,.52386403,.44158176,.051946633,.042640775,.24264844,.034534346,,.092243865,.14203657,.065719798,.1076067,.7959637,.94670326,.53653866,.0015169078,11.646412,.80498981,,115,103,113,345,201,161,145,162,22,177,178,178,178,370,370,369,187,187,369,18
MKD,North Macedonia,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,,,,,,,,,,,,,,,,,,2,1,0,6,5,2,3,3,2,,,,,,,,,,,
MKD,North Macedonia,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,,,,.34228137,.0049393564,,,,,,,,,,,,,,,,14,8,0,48,33,15,20,25,2,,,,,,,,,,,
MKD,North Macedonia,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,1,1,1,1,6,6,9,3,3,9,3,3,3,
MKD,North Macedonia,MICS,2018,Household education,,Not completed primary,,,,,.1112887,.086786248,,,,,.0013686538,.20450847,.20450847,.10977435,.31812364,.8363483,.24950129,.022186365,8.3505259,.35559571,,12,18,19,49,44,18,20,26,5,22,39,39,39,56,56,71,30,30,56,2
MKD,North Macedonia,MICS,2018,Disability,At least one functional difficulty,,,,,,.36860031,.0025886653,.021069188,,0,,,,,,,,,,,,,25,11,0,90,68,32,27,50,3,2,9,9,13,4,4,13,4,4,4,
MKD,North Macedonia,MICS,2018,Household education,,Completed upper secondary,,1,.98697406,.97208923,.64579344,.006494143,0,.041995011,0,.94823885,.48249367,.5530808,.3145656,.20651677,.98926479,.99626261,.95016986,0,14.324124,.99092627,.79713655,94,129,131,471,228,146,148,148,84,218,342,342,358,426,426,572,229,229,433,34
MKD,North Macedonia,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,,,,.39557624,0,,,,,,,,,,,,,,,,11,3,0,42,35,17,7,25,1,2,9,9,13,4,4,13,4,4,4,
MKD,North Macedonia,MICS,2018,Household education,,Completed post-secondary or higher,,1,1,1,.60473955,.0056850347,0,.065320216,0,.98703307,.6903345,.89276558,.68900567,.81632096,.99904376,1,.98114932,0,15.410491,.99904376,,35,34,41,268,150,57,57,85,72,72,118,118,196,143,143,197,79,79,143,23
MKD,North Macedonia,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,,,,,,,,,,,,,,,,,,2,1,0,8,6,2,4,4,3,1,6,6,9,3,3,9,3,3,3,
MNE,Montenegro,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,,,,,,,,,,,,,,,,,,2,1,0,5,2,2,2,2,,,,,,,,,,,,
MNE,Montenegro,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,,,,.31537667,,,,,,,,,,,,,,,,,10,7,0,30,17,18,15,19,1,,,,,,,,,,,
MNE,Montenegro,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,,,,,,,,,,,,,,,,,,2,1,0,4,2,1,2,1,,,,,,,,,,,,
MNE,Montenegro,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,,,,,,,,,,,,,,,,,,,,,6,5,0,26,16,9,10,10,,,,,,,,,,,,
MNE,Montenegro,MICS,2018,Household education,,Completed lower secondary,,.99789423,.98797029,.81793076,.5476734,.052438185,.0078708809,.075087495,.0015654732,.94833881,.30525643,.39838308,.28339124,.18718222,.97053939,.99628937,.79398102,0,13.600102,.97124457,,85,82,65,326,188,105,122,121,45,111,115,115,158,265,265,238,123,123,243,22
MNE,Montenegro,MICS,2018,Household education,,Not completed primary,,,,,.37893233,,,,,,0,,,,.37277731,.75566161,.063235633,,,.51211035,,18,13,11,34,25,15,20,17,3,21,15,15,14,44,44,35,17,17,38,3
MNE,Montenegro,MICS,2018,Household education,,Completed upper secondary,,.99897134,.99752271,.96979612,.65445077,.040957633,.00087150966,.026373737,0,.96490598,.41891116,.49481073,.34278402,.21619451,.99226356,.9991318,.93447709,0,14.234496,.99380338,.94935727,170,194,139,748,342,222,264,242,127,256,283,283,296,561,561,531,248,248,501,64
MNE,Montenegro,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,,,,,,,,,,,,
MNE,Montenegro,MICS,2018,Household education,,Completed post-secondary or higher,,1,1,1,.5970009,.032287836,0,0,.0043817186,.93252087,.7321496,.86534834,.6466592,.68214399,.99024254,1,.9522512,0,15.037588,.99363554,,49,50,37,245,120,62,68,76,64,62,115,115,158,140,140,173,58,58,125,25
MNE,Montenegro,MICS,2018,Household education,,Completed primary,,.86338025,.73679072,.53093374,.52989417,.1188124,.064950235,.26162267,.0091688856,,.090660594,.2166705,.20418943,.17647202,.71309102,.84962022,.40989903,.045627672,11.29888,.83561915,,60,55,48,192,118,79,80,87,11,81,60,60,61,182,182,145,80,80,158,8
MNE,Montenegro,MICS,2018,Disability,At least one functional difficulty,,,,,,.34980354,.0050500087,,,,,,,,,,,,,,,,16,12,0,56,33,27,25,29,1,,,,,,,,,,,
MNG,Mongolia,MICS,2018,Disability,At least one functional difficulty,,,.90209919,,,,.040258147,.059452467,.1598514,.064001463,,.34336326,.39669353,.37635282,.36086109,.85942513,.93353015,.46545571,.0067352541,11.679521,.89766902,,72,15,0,0,182,111,64,135,23,55,122,122,164,156,156,186,60,60,154,
MNG,Mongolia,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,.82011479,,,,.0059167915,.085565776,.21302693,.097751074,,.40255743,.40658823,.38203916,.34833097,.80534089,.96561342,.46808422,.0085643902,11.467252,.80417919,,41,8,0,0,82,65,32,72,15,46,101,101,125,72,72,155,52,52,71,
