"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Language","Location","Wealth","mlevel2_m","mlevel3_m","mlevel4_m","mlevel2_se","mlevel3_se","mlevel4_se","mlevel2_no","mlevel3_no","mlevel4_no","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no","slevel2_m","slevel3_m","slevel4_m","slevel2_se","slevel3_se","slevel4_se","slevel2_no","slevel3_no","slevel4_no"
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Sex & Wealth","Female","","Urban",4,,,,,,,,,,0.5996,0.3371,0.1018,0.0685,0.0525,0.0332,158,84,22,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Sex & Wealth","Female","","Urban",5,,,,,,,,,,0.7879,0.5976,0.2433,0.0469,0.0655,0.0463,243,182,73,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Sex & Wealth","Female","","Rural",1,,,,,,,,,,0.251,0.1283,0.0749,0.0482,0.0425,0.0365,50,20,8,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Sex & Wealth","Female","","Rural",2,,,,,,,,,,0.3078,0.1606,0.0185,0.0497,0.0384,0.0188,55,27,4,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Sex & Wealth","Female","","Rural",3,,,,,,,,,,0.3064,0.1534,0.0536,0.0574,0.0529,0.0454,37,14,2,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Location & Sex & Wealth","Female","","Rural",4,,,,,,,,,,0.402,0.2044,0.0265,0.0802,0.061,0.0368,29,16,2,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Male","","Urban",1,,,,,,,,,,0.4338,0.2224,0.0219,0.0736,0.0558,0.0233,161,74,10,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Male","","Urban",2,,,,,,,,,,0.5709,0.4145,0.118,0.0872,0.0888,0.0631,165,88,19,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Male","","Urban",3,,,,,,,,,,0.6716,0.4078,0.1104,0.0717,0.0725,0.0508,217,140,36,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Male","","Urban",4,,,,,,,,,,0.7995,0.6341,0.2537,0.0573,0.0768,0.0725,267,184,64,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Male","","Urban",5,,,,,,,,,,0.8929,0.6683,0.2789,0.0348,0.0506,0.0439,355,286,126,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Male","","Rural",2,,,,,,,,,,0.5146,0.2813,0.0615,0.096,0.0743,0.0557,25,14,6,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Male","","Rural",3,,,,,,,,,,0.3774,0.1566,0.0316,0.1419,0.0761,0.0242,27,15,2,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Female","","Urban",1,,,,,,,,,,0.436,0.2108,0.0366,0.1196,0.0788,0.0298,156,74,14,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Female","","Urban",2,,,,,,,,,,0.6732,0.4365,0.0831,0.0685,0.0941,0.0528,213,130,30,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Female","","Urban",3,,,,,,,,,,0.736,0.4416,0.1353,0.092,0.0975,0.0467,230,139,41,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Female","","Urban",4,,,,,,,,,,0.8022,0.5877,0.2365,0.0649,0.072,0.0592,296,217,87,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Location & Sex & Wealth","Female","","Urban",5,,,,,,,,,,0.9457,0.7896,0.3971,0.0311,0.0423,0.0414,345,292,141,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.4797,0.2604,0.0748,0.0594,0.0568,0.0316,77,40,11,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.4796,0.2657,0.0575,0.0409,0.0328,0.0156,163,86,19,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.6023,0.3571,0.0987,0.0396,0.0338,0.0219,232,133,37,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.7145,0.4737,0.1512,0.0306,0.0348,0.0224,357,238,83,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.7962,0.6121,0.249,0.0327,0.0417,0.0305,424,328,143,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.4229,0.2475,0.0603,0.0458,0.0467,0.0354,121,62,12,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.5629,0.3555,0.1425,0.0732,0.0787,0.0814,134,75,21,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.6045,0.3606,0.1013,0.0644,0.0605,0.0325,115,65,17,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.5946,0.3602,0.1015,0.0691,0.0553,0.0372,95,56,21,,,,,,,,,
"ARG",2013,3,"Primary","TERCE","Argentina",32,"Language & Location & Wealth","","Yes","Rural",5,,,,,,,,,,0.7496,0.5241,0.203,0.08,0.1007,0.0678,60,50,17,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.4441,0.2144,0.0236,0.0527,0.0479,0.0122,115,52,5,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.5644,0.2991,0.0502,0.0405,0.0391,0.0134,223,122,22,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.6608,0.4306,0.1146,0.0346,0.0355,0.0214,300,202,57,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.8068,0.6021,0.2165,0.0291,0.0332,0.0278,410,308,126,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.9192,0.7731,0.4061,0.0164,0.0333,0.0333,507,430,238,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.4189,0.2201,0.0344,0.0622,0.0377,0.0316,102,48,4,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.5403,0.2769,0.0547,0.0401,0.0525,0.0276,136,65,14,,,,,,,,,
"BRA",2013,3,"Primary","TERCE","Brazil",76,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.734,0.4785,0.1361,0.0654,0.1085,0.0747,82,54,13,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.848,0.6816,0.3281,0.0258,0.0473,0.0482,237,191,102,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.8852,0.7427,0.3704,0.0208,0.0245,0.0323,480,404,204,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.916,0.7992,0.478,0.0179,0.0237,0.0282,624,546,335,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.9554,0.8813,0.6121,0.0151,0.0176,0.0239,758,701,511,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.9736,0.9269,0.7036,0.0108,0.0148,0.034,925,886,736,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.831,0.633,0.2399,0.0276,0.0455,0.0328,300,225,94,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.8639,0.725,0.3257,0.0473,0.0514,0.0444,277,228,100,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.9172,0.7351,0.4018,0.0245,0.0528,0.0544,185,156,79,,,,,,,,,
"CHL",2013,3,"Primary","TERCE","Chile",152,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.9746,0.893,0.4866,0.0312,0.0453,0.0771,73,64,39,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.4579,0.1898,0.0179,0.0833,0.0678,0.0153,78,37,4,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.5637,0.2815,0.0463,0.0785,0.0717,0.0307,190,101,13,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.7578,0.5179,0.1099,0.0407,0.0476,0.0286,387,272,77,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.8808,0.6956,0.2174,0.0232,0.0389,0.026,597,476,173,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.9479,0.8308,0.4212,0.0147,0.0271,0.0368,745,668,378,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.3656,0.1264,0.0086,0.0813,0.0392,0.0053,193,73,6,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.433,0.1741,0.0193,0.0686,0.0585,0.0178,203,102,9,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.6628,0.3868,0.0606,0.0744,0.0684,0.0237,187,110,26,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.7798,0.5947,0.1548,0.0675,0.1054,0.0773,78,48,10,,,,,,,,,
"COL",2013,3,"Primary","TERCE","Colombia",170,"Language & Location & Wealth","","Yes","Rural",5,,,,,,,,,,0.9628,0.8711,0.5843,0.0323,0.0669,0.1664,70,63,34,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.7418,0.464,0.1266,0.0337,0.038,0.0217,352,213,52,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.7663,0.5032,0.1151,0.0273,0.0335,0.0178,477,317,86,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.844,0.6141,0.1907,0.0218,0.0284,0.0224,518,379,113,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.9193,0.7572,0.3191,0.0158,0.0262,0.0284,594,510,238,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.9467,0.8423,0.4647,0.0146,0.0203,0.0266,629,580,353,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.8335,0.573,0.3566,0.0998,0.1244,0.1525,51,30,6,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.8954,0.7484,0.3445,0.0584,0.1301,0.2182,58,42,8,,,,,,,,,
"CRI",2013,3,"Primary","TERCE","Costa Rica",188,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.8322,0.6817,0.3642,0.0615,0.0996,0.2178,56,43,11,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.1262,0.038,0.0037,0.0293,0.0151,0.0046,42,11,1,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.1305,0.0473,0.0053,0.0249,0.0165,0.0082,46,17,1,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.2033,0.0735,0.0082,0.0337,0.0208,0.0061,104,40,4,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.2447,0.0849,0.0081,0.0401,0.0164,0.006,140,60,8,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.4554,0.2514,0.0481,0.0442,0.0382,0.013,289,171,37,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.1363,0.0531,0.0043,0.0387,0.0203,0.0082,27,7,1,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.2063,0.0908,0.0226,0.0333,0.0231,0.0142,55,20,5,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.2044,0.0631,0.0077,0.0426,0.0228,0.0071,52,18,1,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.2405,0.0948,0.0095,0.0404,0.0286,0.0111,49,16,2,,,,,,,,,
"DOM",2013,3,"Primary","TERCE","Dominican Republic",214,"Language & Location & Wealth","","Yes","Rural",5,,,,,,,,,,0.3976,0.1835,0.0058,0.1127,0.0861,0.0176,18,9,0,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.4152,0.1974,0.0284,0.0399,0.0306,0.0135,251,129,22,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.4914,0.2613,0.0512,0.0403,0.0388,0.0136,330,160,35,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.6153,0.362,0.0858,0.0329,0.036,0.017,467,282,72,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.7492,0.513,0.138,0.0269,0.0348,0.0247,576,377,101,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.8787,0.6744,0.2809,0.0198,0.0345,0.0333,716,560,241,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.4018,0.1833,0.0146,0.0312,0.0457,0.0112,121,55,8,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.4783,0.2516,0.0798,0.0714,0.0674,0.0582,146,74,11,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.5789,0.3327,0.0765,0.0552,0.073,0.067,112,61,5,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.6822,0.4228,0.0939,0.058,0.0658,0.0333,94,56,14,,,,,,,,,
"ECU",2013,3,"Primary","TERCE","Ecuador",218,"Language & Location & Wealth","","Yes","Rural",5,,,,,,,,,,0.8978,0.7775,0.4036,0.0366,0.0519,0.0574,135,118,61,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.4565,0.1785,0.0131,0.0766,0.0535,0.0121,66,19,2,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.5581,0.299,0.047,0.0597,0.0578,0.0222,112,63,11,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.6634,0.3824,0.0825,0.0483,0.0431,0.0257,184,100,23,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.7103,0.4647,0.1093,0.0406,0.0387,0.0235,245,166,38,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.8843,0.7119,0.3296,0.0227,0.0346,0.0483,419,324,158,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.2699,0.0819,0.0051,0.0309,0.0187,0.004,187,59,5,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.3411,0.1207,0.0101,0.0353,0.0218,0.0048,234,80,9,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.4021,0.166,0.0167,0.0569,0.0277,0.0068,228,115,12,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.5291,0.2808,0.0337,0.0474,0.0404,0.0127,288,166,23,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","Yes","Rural",5,,,,,,,,,,0.6845,0.4525,0.1241,0.0395,0.0469,0.0302,276,194,64,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","No","Urban",1,,,,,,,,,,0.4058,0.2282,0,0.2281,0.1852,0,8,6,0,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","No","Rural",1,,,,,,,,,,0.2178,0.0289,0,0.1136,0.0488,0,10,1,0,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","No","Rural",2,,,,,,,,,,0.3001,0.0166,0,0.1616,0.0328,0,10,0,0,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","No","Rural",3,,,,,,,,,,0.1125,0.0533,0.0139,0.0856,0.0549,0.0228,10,2,0,,,,,,,,,
"GTM",2013,3,"Primary","TERCE","Guatemala",320,"Language & Location & Wealth","","No","Rural",4,,,,,,,,,,0.272,0.0446,0,0.1654,0.0538,0,5,1,0,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.5437,0.2781,0.0425,0.075,0.089,0.0398,30,15,3,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.5886,0.2479,0.0139,0.0589,0.0509,0.0186,82,34,2,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.5679,0.3102,0.0397,0.0796,0.0638,0.0178,127,81,18,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.7321,0.4491,0.1101,0.0467,0.0548,0.0332,326,223,75,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.8788,0.692,0.3032,0.0301,0.0412,0.0405,539,442,207,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.3921,0.1868,0.0426,0.0405,0.0292,0.0111,239,114,21,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.4224,0.1967,0.0396,0.0338,0.0272,0.0224,245,105,18,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.5299,0.2724,0.0355,0.0434,0.0382,0.0247,241,120,16,,,,,,,,,
"HND",2013,3,"Primary","TERCE","Honduras",340,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.601,0.3409,0.0594,0.0446,0.0552,0.0254,165,102,17,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.5101,0.2688,0.0603,0.0493,0.0416,0.0261,75,46,10,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.6346,0.3942,0.1061,0.0404,0.0355,0.0214,239,139,39,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.7239,0.4732,0.1415,0.0236,0.0342,0.0197,368,247,88,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.8543,0.6784,0.3082,0.0224,0.0451,0.0297,498,419,219,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.907,0.7831,0.4458,0.0191,0.0303,0.0355,576,518,319,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.4306,0.2367,0.0613,0.0519,0.0399,0.0184,128,70,17,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.5826,0.3675,0.1075,0.0502,0.044,0.0301,131,87,20,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.681,0.4092,0.1036,0.0647,0.0478,0.0391,94,58,9,,,,,,,,,
"MEX",2013,3,"Primary","TERCE","Mexico",484,"Language & Location & Wealth","","No","Rural",1,,,,,,,,,,0.2676,0.0964,0.0104,0.0646,0.0385,0.0133,34,11,0,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.3189,0.1175,0.0013,0.0685,0.042,0.0043,32,14,0,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.3819,0.1439,0.0168,0.0544,0.0406,0.0106,72,29,5,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.4462,0.1962,0.0286,0.0479,0.0282,0.0167,129,59,4,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.521,0.2443,0.034,0.0388,0.0326,0.0121,199,98,11,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.7514,0.4817,0.1557,0.0407,0.0534,0.0397,353,224,73,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.2681,0.0952,0.0078,0.035,0.0285,0.0049,170,62,5,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.2958,0.1203,0.015,0.0319,0.0245,0.0088,149,53,9,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.4109,0.1883,0.0204,0.0531,0.0494,0.0183,138,65,5,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.4493,0.2101,0.0199,0.0456,0.0301,0.0105,117,55,7,,,,,,,,,
"NIC",2013,3,"Primary","TERCE","Nicaragua",558,"Language & Location & Wealth","","Yes","Rural",5,,,,,,,,,,0.5403,0.2965,0.0594,0.0586,0.0771,0.0321,50,24,4,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.5552,0.3235,0.081,0.0411,0.0501,0.0174,206,105,29,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.6549,0.4208,0.1115,0.0332,0.0281,0.0181,330,214,54,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.7489,0.5235,0.1767,0.0262,0.0353,0.0232,417,312,101,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.8398,0.6534,0.2785,0.0209,0.0262,0.0248,527,418,188,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.9159,0.7952,0.4626,0.0141,0.0177,0.028,677,594,351,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.593,0.3522,0.0813,0.0311,0.0347,0.02,187,99,26,,,,,,,,,
