"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Location & Sex","Female","Urban","",,0.701,0.4226,0.1513,0.013,0.015,0.0093,4370,2774,1077
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Location & Sex","Female","Rural","",,0.5624,0.2492,0.0624,0.0392,0.0249,0.0187,215,98,21
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Location & Sex","Male","Urban","",,0.5738,0.3314,0.124,0.0155,0.0134,0.0079,3764,2241,861
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Location & Sex","Male","Rural","",,0.3853,0.1629,0.0477,0.0649,0.0571,0.0245,70,30,10
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Location & Sex","Female","Urban","",,0.9482,0.7918,0.4542,0.007,0.0125,0.0172,2727,2274,1299
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Location & Sex","Female","Rural","",,0.9385,0.856,0.3904,0.0405,0.0688,0.0829,56,46,22
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Location & Sex","Male","Urban","",,0.9166,0.7279,0.3939,0.0097,0.0132,0.0141,2638,2067,1107
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Location & Sex","Male","Rural","",,0.8029,0.6488,0.2696,0.1123,0.1584,0.093,52,40,20
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Location & Sex","Female","Urban","",,0.975,0.8168,0.4025,0.0042,0.0124,0.0159,2074,1734,859
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Location & Sex","Female","Rural","",,0.9957,0.8884,0.489,0.0054,0.043,0.0657,105,89,54
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Location & Sex","Male","Urban","",,0.963,0.7798,0.3651,0.0058,0.0141,0.0172,2144,1739,809
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Location & Sex","Male","Rural","",,0.9813,0.8114,0.3975,0.0238,0.0396,0.0649,121,96,44
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Location & Sex","Female","Urban","",,0.8331,0.4705,0.0857,0.0161,0.0251,0.0135,1717,967,162
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Location & Sex","Female","Rural","",,0.8786,0.6313,0.2058,0.0593,0.0812,0.062,167,127,40
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Location & Sex","Male","Urban","",,0.801,0.4053,0.0612,0.016,0.0213,0.0098,1961,1052,156
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Location & Sex","Male","Rural","",,0.7871,0.4355,0.1417,0.0776,0.064,0.0477,159,86,23
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Location & Sex","Female","Urban","",,0.9428,0.7217,0.2512,0.0154,0.0205,0.0218,1429,1094,378
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Location & Sex","Female","Rural","",,0.9606,0.8013,0.3261,0.0233,0.0461,0.0523,150,127,48
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Location & Sex","Male","Urban","",,0.9309,0.6772,0.2483,0.0138,0.0212,0.0191,1505,1123,418
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Location & Sex","Male","Rural","",,0.941,0.7287,0.2686,0.0378,0.0559,0.0542,135,107,36
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Location & Sex","Female","Urban","",,0.942,0.7934,0.4929,0.0118,0.021,0.0234,2461,2098,1365
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Location & Sex","Female","Rural","",,1,0.7,0.1667,,,,6,4,1
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Location & Sex","Male","Urban","",,0.9185,0.7518,0.4157,0.0135,0.0202,0.0212,2478,2059,1181
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Location & Sex","Male","Rural","",,0.9556,0.6222,0.2667,,,,8,6,3
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Location & Sex","Female","Urban","",,0.6849,0.3649,0.1255,0.0197,0.023,0.0199,1089,577,176
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Location & Sex","Female","Rural","",,0.4433,0.1389,0.0217,0.0414,0.0262,0.0081,219,69,10
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Location & Sex","Male","Urban","",,0.5446,0.2806,0.0977,0.0272,0.0246,0.0168,863,424,133
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Location & Sex","Male","Rural","",,0.3081,0.0857,0.0116,0.0436,0.0202,0.0056,147,41,5
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Location & Sex","Female","Urban","",,0.9828,0.8779,0.5398,0.0035,0.0075,0.0149,10137,8887,5332
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Location & Sex","Female","Rural","",,0.9637,0.845,0.5056,0.0165,0.0385,0.0502,846,694,367
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Location & Sex","Male","Urban","",,0.9745,0.8387,0.4747,0.0031,0.009,0.0138,10152,8567,4658
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Location & Sex","Male","Rural","",,0.9447,0.7898,0.4438,0.0287,0.0487,0.0712,819,641,303
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Location & Sex","Female","Urban","",,0.9754,0.8718,0.5461,0.0058,0.0134,0.021,1722,1552,1003
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Location & Sex","Female","Rural","",,0.9448,0.8044,0.5065,0.078,0.1805,0.1153,39,35,20
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Location & Sex","Male","Urban","",,0.9716,0.8446,0.492,0.0066,0.0145,0.0186,1789,1562,923
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Location & Sex","Male","Rural","",,0.9544,0.8333,0.4167,0.0556,0.0936,0.1535,53,48,25
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Location & Sex","Female","Urban","",,0.976,0.8653,0.5602,0.0076,0.0154,0.023,2071,1754,1035
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Location & Sex","Female","Rural","",,0.9596,0.8505,0.5296,0.0392,0.0968,0.1186,50,34,22
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Location & Sex","Male","Urban","",,0.9692,0.83,0.5007,0.0051,0.0152,0.0213,2008,1634,870
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Location & Sex","Male","Rural","",,0.974,0.8752,0.6259,0.0266,0.0775,0.0975,58,39,26
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Location & Sex","Female","Urban","",,0.9884,0.8791,0.4635,0.0032,0.0113,0.0227,1935,1737,981
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Location & Sex","Female","Rural","",,0.9879,0.9069,0.5506,0.0175,0.0396,0.0811,92,84,47
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Location & Sex","Male","Urban","",,0.9767,0.8228,0.3954,0.006,0.014,0.0199,1967,1671,870
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Location & Sex","Male","Rural","",,0.9492,0.7772,0.3613,0.0404,0.0535,0.076,84,71,36
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Location & Sex","Female","Urban","",,0.7719,0.4141,0.1128,0.0212,0.0264,0.0173,1378,759,210
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Location & Sex","Female","Rural","",,0.4815,0.16,0.0051,0.0774,0.0664,0.0086,63,19,1
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Location & Sex","Male","Urban","",,0.7767,0.4312,0.1218,0.0195,0.0261,0.0168,1440,826,252
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Location & Sex","Male","Rural","",,0.513,0.1844,0.0171,0.0826,0.0525,0.0139,69,27,3
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Location & Sex","Female","Urban","",,0.9845,0.899,0.5346,0.0056,0.013,0.0224,2003,1823,1117
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Location & Sex","Female","Rural","",,0.9892,0.8378,0.4579,0.0086,0.0276,0.0464,208,174,100
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Location & Sex","Male","Urban","",,0.9813,0.8805,0.4953,0.0064,0.0138,0.0189,2010,1811,1031
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Location & Sex","Male","Rural","",,0.9739,0.7953,0.4113,0.0127,0.0296,0.0451,233,195,109
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Location & Sex","Female","Urban","",,0.9788,0.8597,0.4856,0.0048,0.0129,0.0175,1756,1548,858
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Location & Sex","Female","Rural","",,0.9938,0.8811,0.548,0.0144,0.0465,0.0859,92,82,52
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Location & Sex","Male","Urban","",,0.9718,0.8292,0.4391,0.0067,0.0147,0.0173,1794,1536,808
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Location & Sex","Male","Rural","",,0.9872,0.9232,0.56,0.0167,0.0337,0.0706,92,86,50
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Location & Sex","Female","Urban","",,0.9891,0.9074,0.602,0.0029,0.0085,0.0156,2156,1977,1333
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Location & Sex","Female","Rural","",,0.9704,0.8286,0.4518,0.0232,0.064,0.0744,105,85,51
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Location & Sex","Male","Urban","",,0.9836,0.8637,0.5152,0.004,0.0099,0.0147,2129,1870,1110
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Location & Sex","Male","Rural","",,0.9755,0.8181,0.4622,0.0218,0.0542,0.0683,101,81,52
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Location & Sex","Female","Urban","",,0.7914,0.5679,0.2686,0.0158,0.0205,0.0165,2086,1476,702
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Location & Sex","Female","Rural","",,0.6842,0.3053,0.0737,0.1138,0.0684,0.0535,13,5,2
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Location & Sex","Male","Urban","",,0.7288,0.5118,0.2411,0.0144,0.0164,0.0132,1885,1274,590
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Location & Sex","Female","Urban","",,0.9503,0.7369,0.3213,0.007,0.016,0.0165,3902,3135,1437
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Location & Sex","Female","Rural","",,1,0.9206,0.4209,0,0.1074,0.2236,20,17,8
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Location & Sex","Male","Urban","",,0.9315,0.7204,0.2989,0.0105,0.0153,0.017,3875,3034,1340
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Location & Sex","Male","Rural","",,0.912,0.6221,0.2919,0.1017,0.0937,0.1185,25,17,6
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Location & Sex","Female","Urban","",,0.9948,0.9422,0.6874,0.0024,0.0075,0.0192,1965,1865,1394
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Location & Sex","Female","Rural","",,0.9957,0.9523,0.6893,0.0076,0.0167,0.0454,221,213,162
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Location & Sex","Male","Urban","",,0.9882,0.8974,0.5632,0.0036,0.01,0.0164,2049,1868,1162
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Location & Sex","Male","Rural","",,0.9923,0.8978,0.5968,0.0116,0.0261,0.0535,232,211,128
"FRA",2011,4,"Primary","PIRLS","France",250,"Location & Sex","Female","Urban","",,0.9513,0.7723,0.3621,0.0099,0.0212,0.0191,1988,1636,766
"FRA",2011,4,"Primary","PIRLS","France",250,"Location & Sex","Female","Rural","",,0.9459,0.7059,0.2542,0.0465,0.0941,0.096,64,47,23
"FRA",2011,4,"Primary","PIRLS","France",250,"Location & Sex","Male","Urban","",,0.9526,0.7278,0.3303,0.0087,0.017,0.0179,2024,1556,726
"FRA",2011,4,"Primary","PIRLS","France",250,"Location & Sex","Male","Rural","",,0.9845,0.7469,0.3224,0.0191,0.0691,0.0847,67,51,21
"GEO",2011,4,"Primary","PIRLS","Georgia",268,"Location & Sex","Female","Urban","",,0.9072,0.6657,0.2552,0.0115,0.0152,0.0154,2003,1505,586
"GEO",2011,4,"Primary","PIRLS","Georgia",268,"Location & Sex","Female","Rural","",,0.7765,0.4702,0.1842,0.0671,0.0826,0.0919,63,39,12
"GEO",2011,4,"Primary","PIRLS","Georgia",268,"Location & Sex","Male","Urban","",,0.8381,0.5524,0.1725,0.0185,0.0209,0.0165,2044,1390,475
"GEO",2011,4,"Primary","PIRLS","Georgia",268,"Location & Sex","Male","Rural","",,0.7542,0.4606,0.1203,0.0979,0.1096,0.069,60,34,8
"HKG",2011,4,"Primary","PIRLS","Hong Kong",344,"Location & Sex","Female","Urban","",,0.9955,0.9544,0.7211,0.0022,0.0082,0.017,1693,1622,1225
"HKG",2011,4,"Primary","PIRLS","Hong Kong",344,"Location & Sex","Male","Urban","",,0.9879,0.9073,0.6134,0.0041,0.0101,0.0196,1940,1783,1201
"HND",2011,4,"Primary","PIRLS","Honduras",340,"Location & Sex","Female","Urban","",,0.8122,0.4573,0.127,0.0204,0.0291,0.022,1529,882,218
"HND",2011,4,"Primary","PIRLS","Honduras",340,"Location & Sex","Female","Rural","",,0.5206,0.1624,0.0103,0.0841,0.0599,0.0136,79,29,1
"HND",2011,4,"Primary","PIRLS","Honduras",340,"Location & Sex","Male","Urban","",,0.7471,0.3859,0.1116,0.0249,0.0261,0.0196,1328,709,181
"HND",2011,4,"Primary","PIRLS","Honduras",340,"Location & Sex","Male","Rural","",,0.4345,0.116,0.0056,0.0797,0.0472,0.0094,59,13,0
"HRV",2011,4,"Primary","PIRLS","Croatia",191,"Location & Sex","Female","Urban","",,0.9941,0.925,0.5774,0.0022,0.0069,0.0152,2224,2067,1285
"HRV",2011,4,"Primary","PIRLS","Croatia",191,"Location & Sex","Female","Rural","",,1,0.9834,0.5783,0,0.055,0.2107,12,12,9
"HRV",2011,4,"Primary","PIRLS","Croatia",191,"Location & Sex","Male","Urban","",,0.9854,0.8668,0.4931,0.004,0.0117,0.0156,2226,1967,1106
"HRV",2011,4,"Primary","PIRLS","Croatia",191,"Location & Sex","Male","Rural","",,1,0.9607,0.7655,0,0.0704,0.1412,14,13,10
"HUN",2011,4,"Primary","PIRLS","Hungary",348,"Location & Sex","Female","Urban","",,0.9597,0.8488,0.5278,0.0093,0.015,0.0194,2380,2118,1346
"HUN",2011,4,"Primary","PIRLS","Hungary",348,"Location & Sex","Female","Rural","",,0.8016,0.6028,0.1163,0.0536,0.1398,0.1104,15,11,4
"HUN",2011,4,"Primary","PIRLS","Hungary",348,"Location & Sex","Male","Urban","",,0.9394,0.7912,0.4515,0.0105,0.0146,0.0162,2380,2027,1198
"HUN",2011,4,"Primary","PIRLS","Hungary",348,"Location & Sex","Male","Rural","",,0.8133,0.4349,0.0223,0.0816,0.1452,0.0288,24,13,1
"IDN",2011,4,"Primary","PIRLS","Indonesia",360,"Location & Sex","Female","Urban","",,0.717,0.3284,0.0578,0.0239,0.0247,0.0092,1647,780,160
"IDN",2011,4,"Primary","PIRLS","Indonesia",360,"Location & Sex","Female","Rural","",,0.5416,0.1421,0.0065,0.1163,0.0695,0.0109,48,12,0
"IDN",2011,4,"Primary","PIRLS","Indonesia",360,"Location & Sex","Male","Urban","",,0.6216,0.2395,0.0339,0.0256,0.0181,0.0061,1412,584,107
"IDN",2011,4,"Primary","PIRLS","Indonesia",360,"Location & Sex","Male","Rural","",,0.4663,0.1344,0,0.1034,0.0544,0,35,9,0
"IRL",2011,4,"Primary","PIRLS","Ireland",372,"Location & Sex","Female","Urban","",,0.9699,0.8686,0.5686,0.008,0.0148,0.0199,1896,1702,1105
"IRL",2011,4,"Primary","PIRLS","Ireland",372,"Location & Sex","Female","Rural","",,0.9969,0.9454,0.6121,0.0089,0.024,0.056,170,162,109
"IRL",2011,4,"Primary","PIRLS","Ireland",372,"Location & Sex","Male","Urban","",,0.9557,0.8112,0.4939,0.011,0.0178,0.0205,1905,1623,941
"IRL",2011,4,"Primary","PIRLS","Ireland",372,"Location & Sex","Male","Rural","",,0.9728,0.8691,0.4854,0.0169,0.0269,0.046,172,151,84
"IRN",2011,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Location & Sex","Female","Urban","",,0.8232,0.5208,0.1621,0.0184,0.0241,0.0161,2179,1445,464
"IRN",2011,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Location & Sex","Female","Rural","",,0.4636,0.1898,0.0318,0.0854,0.0497,0.0178,73,32,3
"IRN",2011,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Location & Sex","Male","Urban","",,0.7429,0.4267,0.1192,0.0187,0.0247,0.0146,2014,1218,347
"IRN",2011,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Location & Sex","Male","Rural","",,0.5121,0.1925,0.0152,0.0647,0.0478,0.0117,90,37,3
"ISR",2011,4,"Primary","PIRLS","Israel",376,"Location & Sex","Female","Urban","",,0.9503,0.8274,0.5208,0.0085,0.0169,0.0203,1650,1438,879
"ISR",2011,4,"Primary","PIRLS","Israel",376,"Location & Sex","Female","Rural","",,0.8681,0.6116,0.2366,0.0584,0.0787,0.0704,115,74,31
"ISR",2011,4,"Primary","PIRLS","Israel",376,"Location & Sex","Male","Urban","",,0.9402,0.8092,0.5166,0.0087,0.0157,0.0223,1610,1401,898
"ISR",2011,4,"Primary","PIRLS","Israel",376,"Location & Sex","Male","Rural","",,0.6209,0.3822,0.118,0.0946,0.0797,0.0437,78,46,16
"ITA",2011,4,"Primary","PIRLS","Italy",380,"Location & Sex","Female","Urban","",,0.977,0.8491,0.47,0.0052,0.0158,0.0228,1534,1351,750
"ITA",2011,4,"Primary","PIRLS","Italy",380,"Location & Sex","Female","Rural","",,0.9879,0.8831,0.4712,0.0064,0.0202,0.0314,497,442,228
"ITA",2011,4,"Primary","PIRLS","Italy",380,"Location & Sex","Male","Urban","",,0.9718,0.8409,0.4578,0.007,0.0174,0.0216,1540,1344,744
"ITA",2011,4,"Primary","PIRLS","Italy",380,"Location & Sex","Male","Rural","",,0.9758,0.8416,0.4386,0.009,0.0227,0.0396,438,370,199
"KWT",2011,4,"Primary","PIRLS","Kuwait",414,"Location & Sex","Female","Urban","",,0.6682,0.4169,0.1519,0.03,0.0305,0.0176,1099,714,268
"KWT",2011,4,"Primary","PIRLS","Kuwait",414,"Location & Sex","Female","Rural","",,0.6204,0.3095,0.1023,0.0653,0.0403,0.0414,67,36,14
"KWT",2011,4,"Primary","PIRLS","Kuwait",414,"Location & Sex","Male","Urban","",,0.4656,0.2408,0.0622,0.034,0.0234,0.0115,566,291,80
"KWT",2011,4,"Primary","PIRLS","Kuwait",414,"Location & Sex","Male","Rural","",,0.4638,0.2095,0.0116,0.2629,0.1548,0.034,7,4,1
"LTU",2011,4,"Primary","PIRLS","Lithuania",440,"Location & Sex","Female","Urban","",,0.9759,0.8451,0.4485,0.0054,0.0122,0.0183,2162,1907,1059
"LTU",2011,4,"Primary","PIRLS","Lithuania",440,"Location & Sex","Female","Rural","",,0.9172,0.6966,0.2655,0.1748,0.257,0.2051,7,5,2
"LTU",2011,4,"Primary","PIRLS","Lithuania",440,"Location & Sex","Male","Urban","",,0.9566,0.7582,0.3412,0.0064,0.0182,0.0148,2239,1805,856
"",2011,4,"Primary","PIRLS","Maltese-Malta",9470,"Location & Sex","Female","Urban","",,0.7989,0.5129,0.1672,0.0123,0.0145,0.0118,1334,851,277
"",2011,4,"Primary","PIRLS","Maltese-Malta",9470,"Location & Sex","Female","Rural","",,0.7407,0.4656,0.1232,0.087,0.1092,0.0514,26,17,4
"",2011,4,"Primary","PIRLS","Maltese-Malta",9470,"Location & Sex","Male","Urban","",,0.6905,0.399,0.1184,0.014,0.0116,0.0092,1196,702,205
"",2011,4,"Primary","PIRLS","Maltese-Malta",9470,"Location & Sex","Male","Rural","",,0.7524,0.4159,0.1344,0.0614,0.0656,0.0709,42,22,9
"MAR",2011,4,"Primary","PIRLS","Morocco",504,"Location & Sex","Female","Urban","",,0.2705,0.088,0.0099,0.0186,0.0096,0.0026,945,310,32
"MAR",2011,4,"Primary","PIRLS","Morocco",504,"Location & Sex","Female","Rural","",,0.0789,0.0056,0,0.0296,0.0116,0,14,0,0
"MAR",2011,4,"Primary","PIRLS","Morocco",504,"Location & Sex","Male","Urban","",,0.1955,0.064,0.009,0.0154,0.008,0.0028,739,239,37
"MAR",2011,4,"Primary","PIRLS","Morocco",504,"Location & Sex","Male","Rural","",,0.0683,0.01,0.0013,0.0306,0.0088,0.0028,14,1,0
"MLT",2011,4,"Primary","PIRLS","Malta",470,"Location & Sex","Female","Urban","",,0.8151,0.588,0.2535,0.0092,0.0115,0.0111,1372,999,435
"MLT",2011,4,"Primary","PIRLS","Malta",470,"Location & Sex","Female","Rural","",,0.9715,0.9295,0.5569,0.0357,0.0393,0.0914,37,36,22
"MLT",2011,4,"Primary","PIRLS","Malta",470,"Location & Sex","Male","Urban","",,0.7443,0.506,0.207,0.0107,0.012,0.0106,1304,896,363
"MLT",2011,4,"Primary","PIRLS","Malta",470,"Location & Sex","Male","Rural","",,0.9759,0.887,0.5205,0.0166,0.0464,0.075,53,47,27
"",2011,4,"Primary","PIRLS","Morocco 6",6504,"Location & Sex","Female","Urban","",,0.7471,0.4042,0.1052,0.0205,0.0235,0.01,2430,1383,392
"",2011,4,"Primary","PIRLS","Morocco 6",6504,"Location & Sex","Female","Rural","",,0.387,0.0945,0.0081,0.0665,0.0375,0.0061,74,28,3
"",2011,4,"Primary","PIRLS","Morocco 6",6504,"Location & Sex","Male","Urban","",,0.5607,0.268,0.0659,0.0247,0.0172,0.0064,2043,1047,282
"",2011,4,"Primary","PIRLS","Morocco 6",6504,"Location & Sex","Male","Rural","",,0.3571,0.0966,0.0165,0.0747,0.0455,0.013,65,20,2
"NLD",2011,4,"Primary","PIRLS","Netherlands",528,"Location & Sex","Female","Urban","",,0.9961,0.9179,0.5024,0.0021,0.0108,0.0206,1613,1494,818
"NLD",2011,4,"Primary","PIRLS","Netherlands",528,"Location & Sex","Female","Rural","",,1,0.9188,0.5361,0,0.0247,0.0528,112,103,58
"NLD",2011,4,"Primary","PIRLS","Netherlands",528,"Location & Sex","Male","Urban","",,0.9952,0.8945,0.4711,0.0035,0.0114,0.0221,1531,1379,727
"NLD",2011,4,"Primary","PIRLS","Netherlands",528,"Location & Sex","Male","Rural","",,0.9852,0.8613,0.3911,0.0159,0.038,0.053,106,95,40
"NOR",2011,4,"Primary","PIRLS","Norway",578,"Location & Sex","Female","Urban","",,0.9614,0.7783,0.3136,0.0079,0.0205,0.0199,1196,957,379
"NOR",2011,4,"Primary","PIRLS","Norway",578,"Location & Sex","Female","Rural","",,0.9658,0.7015,0.2081,0.0121,0.0411,0.0411,261,196,68
"NOR",2011,4,"Primary","PIRLS","Norway",578,"Location & Sex","Male","Urban","",,0.9416,0.6999,0.2369,0.0089,0.0203,0.0225,1186,890,317
"NOR",2011,4,"Primary","PIRLS","Norway",578,"Location & Sex","Male","Rural","",,0.9038,0.5684,0.1636,0.0333,0.0396,0.0384,231,154,47
"",2011,4,"Primary","PIRLS","Northern Ireland",928,"Location & Sex","Female","Urban","",,0.9672,0.8791,0.6136,0.0078,0.0122,0.0195,1257,1152,836
"",2011,4,"Primary","PIRLS","Northern Ireland",928,"Location & Sex","Female","Rural","",,0.9923,0.9495,0.681,0.0103,0.0255,0.0355,203,197,145
"",2011,4,"Primary","PIRLS","Northern Ireland",928,"Location & Sex","Male","Urban","",,0.9579,0.84,0.5475,0.0104,0.0142,0.0221,1301,1152,752
"",2011,4,"Primary","PIRLS","Northern Ireland",928,"Location & Sex","Male","Rural","",,0.9863,0.8205,0.5163,0.0201,0.0403,0.038,190,167,104
"NZL",2011,4,"Primary","PIRLS","New Zealand",554,"Location & Sex","Female","Urban","",,0.9445,0.7994,0.4988,0.0067,0.0114,0.0146,2428,2047,1274
"NZL",2011,4,"Primary","PIRLS","New Zealand",554,"Location & Sex","Female","Rural","",,0.8937,0.7603,0.5212,0.0821,0.1224,0.1492,31,27,19
"NZL",2011,4,"Primary","PIRLS","New Zealand",554,"Location & Sex","Male","Urban","",,0.9083,0.7176,0.4061,0.0098,0.0173,0.0166,2371,1897,1060
"NZL",2011,4,"Primary","PIRLS","New Zealand",554,"Location & Sex","Male","Rural","",,0.8604,0.6957,0.3434,0.0384,0.0791,0.086,32,23,11
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Location & Sex","Female","Urban","",,0.5435,0.2363,0.0512,0.0165,0.0126,0.0057,2245,996,219
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Location & Sex","Female","Rural","",,0.5068,0.1868,0.0084,0.0567,0.0447,0.0086,109,32,4
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Location & Sex","Male","Urban","",,0.3633,0.1522,0.033,0.0143,0.0106,0.0054,1533,633,143
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Location & Sex","Male","Rural","",,0.3105,0.0981,0.0156,0.0536,0.0361,0.0112,72,18,3
"POL",2011,4,"Primary","PIRLS","Poland",616,"Location & Sex","Female","Urban","",,0.963,0.8163,0.441,0.0055,0.0135,0.0167,2163,1849,1033
"POL",2011,4,"Primary","PIRLS","Poland",616,"Location & Sex","Female","Rural","",,0.9439,0.7298,0.3287,0.0241,0.051,0.0563,157,123,55
"POL",2011,4,"Primary","PIRLS","Poland",616,"Location & Sex","Male","Urban","",,0.9461,0.7595,0.3914,0.0065,0.0147,0.0163,2245,1816,952
"POL",2011,4,"Primary","PIRLS","Poland",616,"Location & Sex","Male","Rural","",,0.8874,0.6652,0.2358,0.0313,0.0382,0.0473,152,114,35
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Location & Sex","Female","Urban","",,0.9873,0.8763,0.5165,0.0041,0.0131,0.0201,1911,1677,1021
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Location & Sex","Female","Rural","",,0.9818,0.8182,0.5091,0.0616,0.2115,0.295,11,9,6
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Location & Sex","Male","Urban","",,0.9691,0.8124,0.4397,0.0071,0.0167,0.0233,2005,1694,958
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Location & Sex","Male","Rural","",,0.8909,0.8364,0.2364,0.114,0.1593,0.1411,10,9,3
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Location & Sex","Female","Urban","",,0.6742,0.4014,0.1399,0.0208,0.0211,0.0144,1255,711,252
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Location & Sex","Female","Rural","",,0.5086,0.1543,0.0057,0.0678,0.0805,0.0192,18,8,1
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Location & Sex","Male","Urban","",,0.551,0.3064,0.1058,0.0184,0.0139,0.0141,1034,562,179
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Location & Sex","Male","Rural","",,0.1952,0.0803,0.0142,0.0662,0.04,0.0235,15,4,2
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Location & Sex","Female","Urban","",,0.9032,0.717,0.3696,0.0161,0.0235,0.0229,1882,1583,891
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Location & Sex","Female","Rural","",,0.7384,0.515,0.2237,0.0582,0.0673,0.0437,148,101,47
