"COUNTRY","year","grade","level","survey","iso_code3","iso_num","category","Wealth","Sex","Language","Location","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel1_se","rlevel2_se","rlevel1_no","rlevel2_no"
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Location & Sex",,"Male","Yes","Urban",0.8437,0.6788,0.4451,0.2152,0.0255,0.0299,0.0299,0.0235,1070,860,587,291,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Sex",,"Female","No","Rural",0.3048,0.1233,0.0335,0.0042,0.034,0.0206,0.0101,0.0024,309,117,30,5,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Sex",,"Female","No","Urban",0.4401,0.2143,0.0728,0.0139,0.0282,0.0245,0.014,0.0055,794,357,127,27,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Sex",,"Female","Yes","Rural",0.1476,0.0563,0.0132,0,0.0776,0.0571,0.0171,0,7,3,1,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Sex",,"Female","Yes","Urban",0.4282,0.2594,0.0854,0.0122,0.0856,0.0808,0.0421,0.02,42,25,8,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Sex",,"Male","No","Rural",0.2441,0.1,0.0287,0.0066,0.0303,0.0194,0.0091,0.0046,236,97,24,4,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Sex",,"Male","No","Urban",0.3825,0.1943,0.0651,0.0125,0.026,0.0212,0.0126,0.0052,677,336,107,24,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Sex",,"Male","Yes","Rural",0.0966,0.0414,0.0172,0.0019,0.0381,0.0239,0.0141,0.0063,9,5,2,0,,,,,,
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Location & Sex",,"Male","Yes","Urban",0.4322,0.35,0.2341,0.1099,0.0992,0.1035,0.0899,0.0568,62,51,38,15,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Sex",,"Female","No","Rural",0.8202,0.6823,0.5363,0.3787,0.0613,0.0769,0.0786,0.0779,135,109,86,55,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Sex",,"Female","No","Urban",0.9463,0.8197,0.6485,0.4916,0.0765,0.152,0.1821,0.1668,27,22,17,15,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Sex",,"Female","Yes","Rural",0.9788,0.9295,0.8111,0.6223,0.0079,0.0108,0.0254,0.0307,968,915,810,614,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Sex",,"Female","Yes","Urban",0.9859,0.9504,0.8567,0.6918,0.0068,0.0116,0.0164,0.0242,1125,1087,990,810,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Sex",,"Male","No","Rural",0.8486,0.7127,0.5353,0.3221,0.0456,0.0664,0.0693,0.0799,160,134,96,50,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Sex",,"Male","No","Urban",0.8403,0.7234,0.594,0.4428,0.1155,0.1299,0.1632,0.1882,41,37,31,24,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Sex",,"Male","Yes","Rural",0.9816,0.9318,0.8204,0.6378,0.0063,0.0121,0.0225,0.0313,1004,954,832,651,,,,,,
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Location & Sex",,"Male","Yes","Urban",0.981,0.9422,0.8519,0.6923,0.0072,0.0097,0.0148,0.0219,1212,1170,1069,874,,,,,,
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Total",,"","","",,,,,,,,,,,,,0.275,0.1102,0.0144,0.0101,1530,614
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Total",,"","","",,,,,,,,,,,,,0.0891,0.025,0.008,0.0041,482,143
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Total",,"","","",,,,,,,,,,,,,0.2688,0.1074,0.013,0.0078,1609,632
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Total",,"","","",,,,,,,,,,,,,0.7661,0.5826,0.018,0.0206,3491,2701
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Total",,"","","",,,,,,,,,,,,,0.2153,0.0956,0.0162,0.0121,1282,551
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Total",,"","","",,,,,,,,,,,,,0.9234,0.8188,0.0103,0.0142,4494,4008
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Wealth",1,"","","",,,,,,,,,,,,,0.1575,0.0475,0.0152,0.0096,198,60
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Wealth",2,"","","",,,,,,,,,,,,,0.1786,0.0454,0.0188,0.0087,164,48
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Wealth",3,"","","",,,,,,,,,,,,,0.2408,0.0815,0.0179,0.0114,258,87
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Wealth",4,"","","",,,,,,,,,,,,,0.3099,0.111,0.0265,0.0229,319,98
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Wealth",5,"","","",,,,,,,,,,,,,0.5204,0.2847,0.0272,0.0265,591,321
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Wealth",1,"","","",,,,,,,,,,,,,0.0217,0.0036,0.0073,0.0023,26,6
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Wealth",2,"","","",,,,,,,,,,,,,0.041,0.0047,0.0097,0.0032,30,2
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Wealth",3,"","","",,,,,,,,,,,,,0.0574,0.0143,0.0105,0.006,61,15
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Wealth",4,"","","",,,,,,,,,,,,,0.1148,0.0275,0.014,0.0067,114,30
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Wealth",5,"","","",,,,,,,,,,,,,0.2525,0.0894,0.0269,0.0168,251,90
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Wealth",1,"","","",,,,,,,,,,,,,0.1744,0.0515,0.0191,0.0105,195,62
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Wealth",2,"","","",,,,,,,,,,,,,0.1848,0.0588,0.019,0.0118,198,61
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Wealth",3,"","","",,,,,,,,,,,,,0.2447,0.0863,0.0209,0.0121,258,82
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Wealth",4,"","","",,,,,,,,,,,,,0.3076,0.1161,0.0198,0.0165,358,122
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Wealth",5,"","","",,,,,,,,,,,,,0.5305,0.2838,0.0279,0.024,600,305
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Wealth",1,"","","",,,,,,,,,,,,,0.592,0.3824,0.0257,0.0241,540,357
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Wealth",2,"","","",,,,,,,,,,,,,0.6994,0.5031,0.0293,0.0307,642,466
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Wealth",3,"","","",,,,,,,,,,,,,0.7981,0.6013,0.0195,0.0247,714,548
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Wealth",4,"","","",,,,,,,,,,,,,0.8634,0.6944,0.0156,0.023,794,646
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Wealth",5,"","","",,,,,,,,,,,,,0.9045,0.7644,0.0181,0.0237,801,684
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Wealth",1,"","","",,,,,,,,,,,,,0.0284,0.0044,0.007,0.0028,32,6
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Wealth",2,"","","",,,,,,,,,,,,,0.0982,0.0212,0.0138,0.006,116,22
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Wealth",3,"","","",,,,,,,,,,,,,0.1598,0.0426,0.0158,0.0082,201,54
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Wealth",4,"","","",,,,,,,,,,,,,0.2388,0.0853,0.0177,0.0125,283,93
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Wealth",5,"","","",,,,,,,,,,,,,0.5543,0.3248,0.0308,0.0327,646,375
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Wealth",1,"","","",,,,,,,,,,,,,0.8018,0.6303,0.0314,0.036,769,615
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Wealth",2,"","","",,,,,,,,,,,,,0.9277,0.7999,0.0119,0.0185,903,771
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Wealth",3,"","","",,,,,,,,,,,,,0.9517,0.8558,0.0079,0.0132,929,829
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Wealth",4,"","","",,,,,,,,,,,,,0.9662,0.8872,0.0087,0.0153,930,860
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Wealth",5,"","","",,,,,,,,,,,,,0.9866,0.953,0.0051,0.0085,952,922
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex",,"Female","","",,,,,,,,,,,,,0.3268,0.1379,0.0185,0.0146,920,390
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex",,"Male","","",,,,,,,,,,,,,0.2204,0.0811,0.0133,0.0078,610,224
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex",,"Female","","",,,,,,,,,,,,,0.105,0.0299,0.0112,0.0052,268,80
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex",,"Male","","",,,,,,,,,,,,,0.0742,0.0203,0.0096,0.0043,214,63
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex",,"Female","","",,,,,,,,,,,,,0.2959,0.1209,0.015,0.0107,846,337
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex",,"Male","","",,,,,,,,,,,,,0.2441,0.0951,0.0159,0.0091,763,295
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex",,"Female","","",,,,,,,,,,,,,0.8241,0.6587,0.016,0.0215,1910,1559
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex",,"Male","","",,,,,,,,,,,,,0.7066,0.5043,0.0229,0.0227,1581,1142
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex",,"Female","","",,,,,,,,,,,,,0.251,0.1084,0.0195,0.0137,748,314
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex",,"Male","","",,,,,,,,,,,,,0.1807,0.0833,0.0188,0.0156,534,237
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex",,"Female","","",,,,,,,,,,,,,0.9344,0.842,0.0103,0.0146,2190,1983
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex",,"Male","","",,,,,,,,,,,,,0.9131,0.7969,0.0131,0.017,2304,2025
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language",,"","No","",,,,,,,,,,,,,0.2093,0.0994,0.0298,0.0221,76,31
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language",,"","Yes","",,,,,,,,,,,,,0.2791,0.1109,0.0147,0.0103,1454,583
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language",,"","No","",,,,,,,,,,,,,0.0394,0.0109,0.0064,0.0037,84,26
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language",,"","Yes","",,,,,,,,,,,,,0.1229,0.0345,0.012,0.0061,398,117
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language",,"","No","",,,,,,,,,,,,,0.0993,0.025,0.0171,0.0057,142,42
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language",,"","Yes","",,,,,,,,,,,,,0.3218,0.1332,0.0145,0.0096,1467,590
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language",,"","No","",,,,,,,,,,,,,0.6128,0.4191,0.0333,0.0322,547,389
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language",,"","Yes","",,,,,,,,,,,,,0.8045,0.6235,0.0191,0.0226,2944,2312
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language",,"","No","",,,,,,,,,,,,,0.2124,0.0891,0.0155,0.0105,1175,474
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language",,"","Yes","",,,,,,,,,,,,,0.2531,0.1814,0.0524,0.0513,107,77
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language",,"","No","",,,,,,,,,,,,,0.6959,0.4942,0.0508,0.0558,293,216
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language",,"","Yes","",,,,,,,,,,,,,0.9488,0.8551,0.0058,0.0098,4201,3792
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location",,"","","Rural",,,,,,,,,,,,,0.1842,0.0564,0.0157,0.0072,476,130
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location",,"","","Urban",,,,,,,,,,,,,0.3613,0.1623,0.0236,0.0176,1040,481
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location",,"","","Rural",,,,,,,,,,,,,0.0715,0.0196,0.0098,0.0048,268,82
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location",,"","","Urban",,,,,,,,,,,,,0.1583,0.0458,0.0207,0.0102,206,59
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location",,"","","Rural",,,,,,,,,,,,,0.2221,0.0743,0.0153,0.0077,626,196
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location",,"","","Urban",,,,,,,,,,,,,0.3542,0.1658,0.0238,0.0169,947,415
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location",,"","","Rural",,,,,,,,,,,,,0.7322,0.5323,0.036,0.0382,935,683
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location",,"","","Urban",,,,,,,,,,,,,0.7811,0.6047,0.0222,0.0261,2556,2018
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location",,"","","Rural",,,,,,,,,,,,,0.1326,0.045,0.0227,0.0144,277,91
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location",,"","","Urban",,,,,,,,,,,,,0.2723,0.1305,0.0267,0.0214,1005,460
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location",,"","","Rural",,,,,,,,,,,,,0.8958,0.7731,0.0162,0.0211,2121,1827
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location",,"","","Urban",,,,,,,,,,,,,0.9546,0.8701,0.0112,0.0185,2344,2154
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",1,"Female","","",,,,,,,,,,,,,0.19,0.0625,0.0238,0.0157,133,43
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",1,"Male","","",,,,,,,,,,,,,0.1196,0.0299,0.0167,0.0093,65,17
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",2,"Female","","",,,,,,,,,,,,,0.2237,0.0582,0.0302,0.016,107,34
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",2,"Male","","",,,,,,,,,,,,,0.1299,0.0315,0.0207,0.0149,57,14
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",3,"Female","","",,,,,,,,,,,,,0.3039,0.1147,0.0262,0.0223,160,52
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",3,"Male","","",,,,,,,,,,,,,0.1777,0.0483,0.0192,0.0125,98,35
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",4,"Female","","",,,,,,,,,,,,,0.3768,0.1472,0.0352,0.0279,196,73
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",4,"Male","","",,,,,,,,,,,,,0.2413,0.0738,0.0347,0.0245,123,25
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",5,"Female","","",,,,,,,,,,,,,0.5948,0.3407,0.0346,0.0372,324,188
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Sex & Wealth",5,"Male","","",,,,,,,,,,,,,0.4475,0.2299,0.0335,0.0253,267,133
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",1,"Female","","",,,,,,,,,,,,,0.0202,0.0047,0.0077,0.0037,12,4
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",1,"Male","","",,,,,,,,,,,,,0.0232,0.0024,0.0101,0.0023,14,2
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",2,"Female","","",,,,,,,,,,,,,0.0517,0.0062,0.0135,0.0052,19,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",2,"Male","","",,,,,,,,,,,,,0.0311,0.0033,0.0138,0.0045,11,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",3,"Female","","",,,,,,,,,,,,,0.0763,0.0197,0.0207,0.0109,38,9
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",3,"Male","","",,,,,,,,,,,,,0.0385,0.009,0.0111,0.0058,23,6
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",4,"Female","","",,,,,,,,,,,,,0.1448,0.038,0.0217,0.0123,63,21
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",4,"Male","","",,,,,,,,,,,,,0.09,0.0187,0.0177,0.0093,51,9
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",5,"Female","","",,,,,,,,,,,,,0.2976,0.1029,0.0301,0.0202,136,45
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Sex & Wealth",5,"Male","","",,,,,,,,,,,,,0.2128,0.0776,0.0354,0.0199,115,45
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",1,"Female","","",,,,,,,,,,,,,0.1809,0.0522,0.0277,0.0148,102,30
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",1,"Male","","",,,,,,,,,,,,,0.1685,0.0509,0.0271,0.0162,93,32
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",2,"Female","","",,,,,,,,,,,,,0.1919,0.0577,0.0254,0.0169,101,31
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",2,"Male","","",,,,,,,,,,,,,0.1779,0.0599,0.0257,0.0137,97,30
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",3,"Female","","",,,,,,,,,,,,,0.2779,0.11,0.0295,0.0202,146,52
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",3,"Male","","",,,,,,,,,,,,,0.2161,0.0658,0.0264,0.0179,112,30
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",4,"Female","","",,,,,,,,,,,,,0.3563,0.1347,0.0327,0.0252,184,65
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",4,"Male","","",,,,,,,,,,,,,0.2618,0.0985,0.0281,0.0184,174,57
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",5,"Female","","",,,,,,,,,,,,,0.5777,0.3159,0.0316,0.0332,313,159
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Sex & Wealth",5,"Male","","",,,,,,,,,,,,,0.4864,0.2538,0.0341,0.028,287,146
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",1,"Female","","",,,,,,,,,,,,,0.6697,0.4513,0.027,0.0348,305,209
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",1,"Male","","",,,,,,,,,,,,,0.515,0.3142,0.0377,0.0344,235,148
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",2,"Female","","",,,,,,,,,,,,,0.7787,0.5992,0.0287,0.0337,343,266
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",2,"Male","","",,,,,,,,,,,,,0.6253,0.4133,0.0383,0.0351,299,200
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",3,"Female","","",,,,,,,,,,,,,0.8325,0.6653,0.0264,0.0302,376,308
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",3,"Male","","",,,,,,,,,,,,,0.7641,0.5379,0.0289,0.0309,338,240
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",4,"Female","","",,,,,,,,,,,,,0.9149,0.7696,0.0152,0.0256,448,385
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",4,"Male","","",,,,,,,,,,,,,0.8039,0.6078,0.0252,0.0312,346,261
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",5,"Female","","",,,,,,,,,,,,,0.9335,0.8211,0.0191,0.0282,438,391
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Sex & Wealth",5,"Male","","",,,,,,,,,,,,,0.8727,0.7021,0.0245,0.0317,363,293
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",1,"Female","","",,,,,,,,,,,,,0.0421,0.0078,0.0126,0.0058,20,6
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",1,"Male","","",,,,,,,,,,,,,0.015,0.0011,0.0063,0.0014,12,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",2,"Female","","",,,,,,,,,,,,,0.1329,0.0276,0.0189,0.0077,84,16
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",2,"Male","","",,,,,,,,,,,,,0.0618,0.0145,0.0137,0.0077,32,6
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",3,"Female","","",,,,,,,,,,,,,0.2146,0.05,0.0218,0.0115,135,32
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",3,"Male","","",,,,,,,,,,,,,0.1002,0.0344,0.0186,0.01,66,22
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",4,"Female","","",,,,,,,,,,,,,0.2882,0.1087,0.0288,0.0194,165,60
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",4,"Male","","",,,,,,,,,,,,,0.1956,0.0649,0.0186,0.0136,118,33
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",5,"Female","","",,,,,,,,,,,,,0.6085,0.3685,0.031,0.0343,340,199
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Sex & Wealth",5,"Male","","",,,,,,,,,,,,,0.507,0.2866,0.0449,0.0475,306,176
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",1,"Female","","",,,,,,,,,,,,,0.8268,0.673,0.0339,0.0411,372,313
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",1,"Male","","",,,,,,,,,,,,,0.7792,0.5917,0.0391,0.0449,397,302
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",2,"Female","","",,,,,,,,,,,,,0.9431,0.8231,0.0159,0.0204,449,386
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",2,"Male","","",,,,,,,,,,,,,0.9127,0.7773,0.0159,0.0256,454,385
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",3,"Female","","",,,,,,,,,,,,,0.9586,0.8847,0.0103,0.0193,483,442
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",3,"Male","","",,,,,,,,,,,,,0.9444,0.8254,0.0118,0.0174,446,387
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",4,"Female","","",,,,,,,,,,,,,0.9684,0.9012,0.0116,0.019,421,395
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",4,"Male","","",,,,,,,,,,,,,0.9644,0.8758,0.0098,0.0193,509,465
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",5,"Female","","",,,,,,,,,,,,,0.986,0.9512,0.0075,0.0119,462,444
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Sex & Wealth",5,"Male","","",,,,,,,,,,,,,0.9872,0.9548,0.0068,0.0115,490,478
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",1,"","No","",,,,,,,,,,,,,0.0812,0.0147,0.0382,0.0196,10,0
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",1,"","Yes","",,,,,,,,,,,,,0.1637,0.0501,0.0154,0.0103,188,60
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",2,"","No","",,,,,,,,,,,,,0.1001,0.0243,0.0565,0.0311,6,1
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",2,"","Yes","",,,,,,,,,,,,,0.1829,0.0465,0.0198,0.0091,158,47
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",3,"","No","",,,,,,,,,,,,,0.0942,0.0408,0.0463,0.0326,5,2
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",3,"","Yes","",,,,,,,,,,,,,0.249,0.0838,0.0184,0.0117,253,85
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",4,"","No","",,,,,,,,,,,,,0.2438,0.1021,0.0761,0.05,13,4
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",4,"","Yes","",,,,,,,,,,,,,0.3138,0.1115,0.0275,0.0236,306,94
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",5,"","No","",,,,,,,,,,,,,0.5956,0.3596,0.0764,0.0824,42,24
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Wealth",5,"","Yes","",,,,,,,,,,,,,0.5157,0.28,0.0279,0.0268,549,297
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",1,"","No","",,,,,,,,,,,,,0.0164,0.0041,0.0084,0.0026,16,4
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",1,"","Yes","",,,,,,,,,,,,,0.0303,0.0026,0.0129,0.0038,10,2
