survey_uis,iso_code3,country,year_uis,group,category,comp_prim_uis,comp_lowsec_uis,comp_upsec_uis,metadata,note_source
MICS,GUY,Guyana,2014,sex,male,95.915253,79.109207,48.47908,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,total,total,97.532097,84.054787,56.14666,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,poorest by sex,poorest female,97.376282,76.812576,30.81785,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,wealth,quintile 3,97.012192,87.752609,61.364559,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,wealth,quintile 2,98.164124,75.975937,38.300831,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,wealth,quintile 4,99.491867,92.950996,70.683899,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,poorest by sex,poorest male,90.841202,58.410511,20.479071,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,wealth,quintile 1,94.398949,68.754494,26.041731,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,location,urban,97.084084,90.485733,65.612267,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,GUY,Guyana,2014,location,rural,97.689911,81.708557,52.67942,Guyana MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
ECLAC,HND,Honduras,2001,wealth,quintile 2,58.060001,9.6099997,3.22,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,wealth,quintile 4,79,32.630001,23.58,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,wealth,quintile 1,49.48,9.4799995,4.2199998,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,poorest by sex,poorest male,47.470001,4.6500001,2.5999999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,wealth,quintile 5,88.620003,50.970001,48.09,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,poorest by sex,poorest female,51.459999,15.53,5.48,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,total,total,68.059998,26.799999,21.92,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,location,urban,80.160004,42.610001,33.75,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,sex,male,64.050003,22.209999,18.290001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,location,rural,58.560001,10.99,7.1799998,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,wealth,quintile 3,67.690002,21.469999,14.24,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2001,sex,female,72.010002,31.549999,24.799999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2001. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,sex,male,66.07,24.969999,17.66,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,wealth,quintile 5,90.559998,56.790001,48.439999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,sex,female,73.370003,34.310001,25.77,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,poorest by sex,poorest female,54.029999,7.5900002,3.5899999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,poorest by sex,poorest male,46.150002,8.1899996,4.52,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,location,urban,84.360001,46.889999,35.75,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,total,total,69.779999,29.59,21.889999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,wealth,quintile 4,83.739998,35.32,23.77,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,wealth,quintile 2,58.490002,13.68,5.9000001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,wealth,quintile 3,69.059998,23.700001,12.63,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,wealth,quintile 1,50.360001,7.9099998,4.0500002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2004,location,rural,57.869999,12.34,6.9299998,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2004. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,sex,male,68.43,29.219999,21.09,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,wealth,quintile 4,83.529999,43.349998,24.370001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,total,total,72.800003,33.52,24.290001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,wealth,quintile 1,53.169998,7.3899999,2.24,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,sex,female,77.110001,38.040001,27.299999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,wealth,quintile 2,63.540001,16.93,9.4200001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,location,urban,85.190002,51.810001,38.68,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,location,rural,62.900002,16.719999,8.8400002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,wealth,quintile 3,74.389999,27.809999,14.46,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,wealth,quintile 5,90.900002,62.599998,54.07,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,poorest by sex,poorest male,45.630001,6.1199999,1.63,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2005,poorest by sex,poorest female,61.439999,8.6199999,2.8299999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2005. ECLAC calculations based on household survey data bank.,
DHS,HND,Honduras,2006,wealth,quintile 5,95.699997,75.110001,66.660004,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,sex,female,79.559998,38.98,28.190001,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,wealth,quintile 4,90.209999,49.389999,30.790001,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,sex,male,71.760002,31.530001,21.26,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,location,urban,87.279999,54.25,41.200001,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,wealth,quintile 3,79.099998,27.870001,14.09,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,total,total,75.639999,35.310001,24.870001,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,wealth,quintile 1,48.939999,4.71,1.3,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,location,rural,65.220001,15.82,8.3800001,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
DHS,HND,Honduras,2006,wealth,quintile 2,63.970001,10.19,4.8600001,"Honduras DHS 2006. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
ECLAC,HND,Honduras,2009,wealth,quintile 4,87.379997,54.77,39.470001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,wealth,quintile 5,92.25,70.349998,62.68,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,wealth,quintile 1,62.959999,15.51,6.9000001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,wealth,quintile 2,72.190002,25.67,13.84,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,location,urban,87.779999,60.849998,48.900002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,wealth,quintile 3,80.949997,38.18,24.76,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,location,rural,71.470001,26.76,17.129999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,poorest by sex,poorest female,66.970001,17.799999,8.4200001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,total,total,78.459999,42.740002,33,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,sex,male,75.389999,36.959999,29.190001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,poorest by sex,poorest male,58.939999,13.55,5.3200002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2009,sex,female,81.599998,48.790001,36.639999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2009. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,wealth,quintile 3,83.480003,41.91,27.190001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,wealth,quintile 1,66.82,21.690001,6.3200002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,location,urban,89.459999,65.080002,53.740002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,location,rural,74.300003,29.4,15.88,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,wealth,quintile 4,87.989998,59.75,43.389999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,wealth,quintile 2,75.629997,26.780001,15.16,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,poorest by sex,poorest female,67.629997,21.25,6.5100002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,wealth,quintile 5,93.190002,74.230003,62.330002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,total,total,80.82,45.98,34.75,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,sex,female,83.93,50.580002,40.380001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,poorest by sex,poorest male,66.040001,22.08,6.1900001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2010,sex,male,77.949997,41.689999,29.139999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2010. ECLAC calculations based on household survey data bank.,
DHS,HND,Honduras,2011,wealth,quintile 1,61.468559,14.55421,7.8197498,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,sex,male,80.809441,41.834141,35.106071,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,poorest by sex,poorest female,64.174843,17.33098,9.9066296,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,poorest by sex,poorest male,59.178509,12.40453,6.1546698,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,total,total,82.910492,48.361839,39.842838,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,sex,female,85.088913,55.131748,44.64566,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,wealth,quintile 5,97.94062,84.079269,76.528267,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,wealth,quintile 4,93.822227,64.343964,50.672871,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,wealth,quintile 2,77.763687,29.54681,18.810711,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,location,urban,89.991943,63.35334,54.807289,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,location,rural,76.622673,33.290611,22.811399,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
DHS,HND,Honduras,2011,wealth,quintile 3,85.484009,47.265141,33.85907,Honduras DHS 2011-12. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
ECLAC,HND,Honduras,2012,poorest by sex,poorest female,77.919998,29.92,18.389999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,wealth,quintile 4,90.610001,59.970001,46.77,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,location,urban,89.889999,67.629997,55.119999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,sex,male,78.57,41.970001,32.700001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,wealth,quintile 3,80.040001,44.169998,31.85,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,total,total,81.900002,47.84,37.759998,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,location,rural,76.339996,30.879999,21.610001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,poorest by sex,poorest male,69.879997,22.559999,10.51,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,wealth,quintile 1,73.949997,26.110001,14.52,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,wealth,quintile 2,76.379997,31.24,18.5,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,wealth,quintile 5,93.830002,73.739998,66.089996,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2012,sex,female,85.620003,54.470001,42.700001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2012. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,sex,male,80.199997,44.599998,32.439999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,location,urban,90.970001,64.169998,54.68,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,wealth,quintile 2,80.370003,41.02,24.65,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,poorest by sex,poorest female,74.370003,28.629999,16.68,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,sex,female,84.870003,59.540001,52.34,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,location,rural,77.550003,38.41,23.559999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,total,total,82.620003,51.509998,41.580002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,wealth,quintile 1,72.760002,26.209999,12.55,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,poorest by sex,poorest male,70.910004,24.690001,10.57,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,wealth,quintile 5,93.129997,74.779999,68.970001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,wealth,quintile 4,89.559998,57.009998,44.419998,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2013,wealth,quintile 3,82.919998,50.43,34.52,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2013. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,sex,male,81.370003,41.060001,31.92,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,sex,female,83.739998,55.959999,41.990002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,total,total,82.529999,48.490002,37.049999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,wealth,quintile 1,68.709999,27.459999,15.8,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,wealth,quintile 5,96.239998,75.169998,65.230003,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,wealth,quintile 2,81.699997,38.849998,20.450001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,poorest by sex,poorest female,68.720001,33.060001,16.709999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,poorest by sex,poorest male,68.699997,21.959999,14.92,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,location,rural,75.360001,30.290001,21.15,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,wealth,quintile 3,82.919998,47.330002,33.27,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,location,urban,90.050003,63.57,49.759998,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2014,wealth,quintile 4,89.150002,53.849998,41.02,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2014. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,location,urban,90.959999,68.029999,57.23,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,wealth,quintile 3,87.650002,47.119999,37.189999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,wealth,quintile 4,88.769997,65.449997,49.720001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,sex,female,87.290001,57.599998,47.240002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,sex,male,82.519997,43.849998,37.419998,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,location,rural,78.709999,32.209999,25.34,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,total,total,84.779999,50.77,42.610001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,poorest by sex,poorest female,81.199997,33.830002,18.1,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,wealth,quintile 1,76.339996,27.379999,14.94,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,wealth,quintile 5,94.599998,78.690002,70.32,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,poorest by sex,poorest male,72,20.25,10.6,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2015,wealth,quintile 2,81.239998,33.98,26.5,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2015. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,wealth,quintile 2,77.019997,37.889999,25.860001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,wealth,quintile 3,85.209999,51.290001,31.690001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,sex,female,86.480003,56.73,43.810001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,wealth,quintile 5,96.879997,81.730003,75.510002,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,location,rural,77.93,37.889999,25,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,wealth,quintile 1,78.540001,24.790001,20.110001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,total,total,84.260002,52.580002,43.279999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,wealth,quintile 4,88.849998,65.790001,49.450001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,poorest by sex,poorest female,81.300003,27.91,20.110001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,sex,male,81.980003,48.240002,42.700001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,poorest by sex,poorest male,75.860001,22.030001,20.120001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2016,location,urban,90.949997,65.540001,56.869999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2016. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2018,sex,female,90.080002,55.959999,42.939999,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2018. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2018,wealth,quintile 5,97.389999,84.18,67.360001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2018. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2018,location,urban,91,71.269997,52.540001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2018. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2018,wealth,quintile 2,83.739998,41.549999,19.01,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2018. ECLAC calculations based on household survey data bank.,
ECLAC,HND,Honduras,2018,poorest by sex,poorest female,76.279999,29.25,16.040001,Honduras Encuesta Permanente de Hogares de Propositos Multiples 2018. ECLAC calculations based on household survey data bank.,
